3246	430	7
3247	433	2
3250	598	7
3251	600	7
3255	659	2
3256	663	6
3258	746	3
3259	769	4
3260	770	3
3265	810	3
3266	820	2
3267	826	2
3268	833	5
3273	884	3
3280	962	8
3281	964	2
3282	970	3
3283	984	9
3285	1011	2
3286	23516	3
3287	1029	2
3288	1112	2
3293	1139	2
3294	1140	2
3295	1141	6
3298	1170	2
3301	1183	2
3302	1185	7
3303	1213	7
3304	1217	2
3307	1228	2
3308	1248	2
3309	1255	8
3310	1274	2
3311	1277	8
3312	1283	2
3319	1361	6
3320	1364	6
3321	1374	7
3324	1573	2
3328	1754	9
3329	1755	2
3331	1824	2
3332	1825	2
3333	1835	8
3334	1999	6
3335	2020	2
3337	2076	6
3344	2214	1
3348	2409	7
3351	2552	3
3354	22675	2
3355	22675	11
3356	22675	4
3358	2666	7
3359	2776	4
3360	2777	4
3361	2782	4
3362	2862	4
3363	2870	3
3366	22662	7
3367	22662	2
3368	22662	11
3369	22662	6
3370	22661	5
3371	22661	7
3372	22661	1
3373	22661	11
3375	3037	3
3376	3042	2
3377	3187	3
3379	3348	9
3380	3361	9
3381	3362	9
3382	3422	2
3384	3484	5
3385	3599	2
3386	3621	3
3387	3798	3
3393	3953	2
3394	23306	2
3395	23306	6
3398	3953	5
3405	4066	4
3406	4066	13
3407	4066	3
3408	4066	2
3409	4066	12
3410	4066	5
3411	4066	9
3414	4082	2
3421	4118	6
3422	4121	2
3423	4121	6
3427	24535	2
3430	4298	3
3431	4298	6
3432	4298	9
3433	4299	4
3434	4299	13
3435	4299	6
3436	4299	11
3437	4299	3
3438	4299	2
3439	4300	4
3440	4300	13
3441	4300	3
3442	4300	1
3443	24535	3
3444	24535	11
3445	4401	3
3446	4402	3
3447	4424	8
3448	24535	6
3449	24535	4
3454	22956	4
3455	22957	4
3456	22957	5
3457	22957	13
3458	22958	2
3459	22958	3
3460	22960	3
3461	22962	4
3462	22962	10
3463	22962	13
3466	23307	7
3468	23309	4
3469	23309	13
3470	23309	6
3471	23309	3
3472	23309	2
3473	23309	5
3481	23311	4
3482	23311	2
3483	23312	2
3484	23312	7
3485	23318	6
3486	23318	7
3487	23318	5
3488	23319	7
3489	23319	5
3490	23320	3
3491	23320	2
3492	23322	3
3493	23321	3
3494	23321	1
3496	23330	3
3497	23330	2
3498	23331	3
3499	23331	2
3500	23331	12
3501	23331	7
3502	23331	5
3503	23332	2
3504	23332	11
3505	23334	3
3506	24001	4
3507	23334	4
3508	24001	9
3509	24001	2
3510	23335	1
3511	23335	7
3512	23333	3
3513	23333	2
3514	23336	2
3515	23336	3
3517	23339	2
3521	23341	7
3522	23342	4
3523	23342	3
3524	23342	2
3525	23342	8
3529	23344	4
3530	23344	13
3531	23344	10
3532	23344	3
3533	23344	2
3534	23345	4
3535	23345	13
3536	23345	2
3537	23345	3
3538	23347	4
3539	23347	2
3540	23347	13
3541	23347	3
3542	23348	4
3543	23348	2
3544	23348	3
3545	23348	13
3546	23349	4
3547	23349	13
3548	23349	10
3549	23349	3
3550	23349	2
3551	23350	4
3552	23350	13
3553	23350	10
3554	23350	3
3555	23350	2
3556	23351	4
3557	23351	13
3558	23351	10
3559	23351	3
3560	23352	4
3561	23352	13
3562	23352	11
3563	23352	3
3564	23352	2
3565	23352	9
3569	23354	1
3570	23354	2
3571	23354	8
3572	23355	3
3573	23355	2
3574	23355	7
3578	23357	4
3579	23357	11
3580	23357	3
3581	23357	2
3582	24001	13
3583	24001	1
3585	23358	7
3586	23359	3
3587	23359	2
3597	23362	4
3598	23362	5
3599	23363	13
3600	23363	11
3601	23363	3
3602	23363	9
3603	23364	11
3604	23364	3
3605	23364	1
3606	23364	2
3607	23368	3
3608	23368	2
3609	23368	12
3610	23369	2
3611	23370	12
3612	23371	2
3613	23371	3
3614	23372	9
3615	23373	3
3616	23373	2
3617	23374	2
3618	23375	4
3619	23375	3
3620	23375	2
3621	23376	4
3622	23376	2
3623	23376	3
3624	23376	9
3625	23377	11
3626	23378	11
3627	23379	11
3628	23379	12
3629	23380	11
3630	23380	12
3631	23381	2
3632	23382	8
3633	23384	8
3634	23386	8
3635	23387	13
3636	23387	3
3637	23387	2
3638	23387	5
3639	23388	8
3640	23388	2
3641	23389	11
3642	23390	8
3643	23391	8
3645	23393	3
3646	23393	2
3647	23394	8
3648	23396	9
3649	23396	8
3652	23398	8
3653	23399	9
3654	23399	8
3657	23401	2
3658	23401	11
3659	23402	4
3660	23402	2
3661	23411	8
3662	23403	8
3663	23403	9
3664	23404	11
3665	23404	4
3666	23406	4
3667	23406	2
