10	2	25
11	4	21
13	6	14
16	9	24
17	9	27
18	9	21
26	12	25
27	13	33
28	13	15
29	13	21
30	13	23
31	13	25
32	13	31
33	1	25
34	1	22
35	19	35
36	19	14
37	19	15
38	19	17
39	19	18
40	19	19
41	19	20
42	19	21
43	19	22
44	19	23
45	19	31
49	20	17
50	20	19
51	20	15
52	21	31
53	7	14
57	27	31
58	28	18
59	29	15
69	35	24
70	35	28
71	35	21
72	36	14
73	37	15
74	38	15
75	39	24
76	39	21
77	7	33
78	7	15
79	7	19
80	7	20
81	7	22
82	7	31
90	42	24
91	42	25
92	42	26
93	42	21
97	44	24
98	44	25
99	44	21
104	46	25
105	46	18
106	46	20
107	46	14
108	47	18
109	47	20
110	48	27
111	48	60
114	53	27
115	53	60
116	53	21
119	55	24
120	55	27
121	55	21
127	57	15
128	58	24
129	58	17
130	58	27
131	58	21
132	58	14
137	61	18
138	61	15
139	61	23
143	63	24
144	63	25
145	63	27
146	63	60
147	63	21
148	64	33
149	64	30
150	64	15
151	65	17
152	65	15
153	65	30
154	65	33
155	66	25
156	66	18
157	66	20
161	69	17
162	69	20
163	69	14
164	69	15
165	70	33
166	70	14
167	70	15
168	70	18
169	70	19
170	70	21
171	70	23
172	70	26
173	70	27
174	70	29
175	70	31
176	72	33
177	72	15
178	73	33
179	73	15
180	73	23
181	74	24
182	74	17
183	74	27
184	74	14
185	74	25
189	76	33
190	76	15
191	77	33
192	77	15
193	77	23
194	78	17
195	78	18
196	78	15
197	78	30
198	78	33
199	79	18
200	79	20
201	80	15
202	80	17
203	80	27
204	80	22
205	80	25
206	81	17
207	81	15
208	82	15
210	84	33
211	84	15
212	84	30
213	84	23
214	85	15
215	86	14
216	86	15
217	86	18
218	86	20
219	86	23
220	86	25
\.


