80	1	4
81	1	7
82	1	6
83	2	7
84	2	6
85	4	1
86	4	3
87	4	2
88	4	4
89	4	7
90	5	4
91	5	7
92	5	6
93	6	3
94	7	4
95	7	7
96	7	6
97	8	8
98	9	6
99	10	6
100	11	7
101	12	6
102	13	4
103	13	7
104	13	6
105	14	8
106	15	5
107	16	5
108	17	6
109	18	6
110	19	4
111	19	7
112	19	6
113	20	7
114	21	3
115	21	5
116	21	7
117	21	6
118	22	4
119	23	4
120	24	4
121	24	6
122	25	6
123	26	4
124	26	7
125	26	6
126	27	7
127	28	4
128	28	7
129	28	6
130	29	7
131	30	6
132	31	1
133	31	3
134	31	4
135	32	4
136	33	7
137	34	7
138	35	3
139	36	4
140	36	7
141	36	6
142	37	3
143	37	7
144	38	7
145	39	7
146	40	7
147	41	7
148	41	6
149	44	6
150	45	6
151	47	8
152	47	5
153	48	3
154	49	6
155	50	8
156	50	4
157	50	7
158	50	6
\.


