394	23473	2140	P	\N
396	23476	2104	P	\N
397	23477	1133	P	\N
398	23478	1133	P	\N
399	23480	1133	P	\N
402	23483	864	P	\N
403	23484	158	P	\N
404	23485	380	P	\N
405	23486	2002	P	\N
406	23487	2002	P	\N
407	23488	310	P	\N
408	23491	89	P	\N
409	23494	1943	P	\N
410	23495	1943	P	\N
411	23496	543	P	\N
412	23497	2105	P	\N
413	23498	2105	P	\N
414	23499	1145	P	\N
415	23500	363	P	\N
416	23501	295	P	\N
417	23502	1069	P	\N
418	23503	142	P	\N
419	23504	142	P	\N
420	23505	1163	P	\N
421	23507	1142	P	\N
422	23508	1142	P	\N
423	23510	1939	P	\N
424	23511	113	P	\N
425	23513	113	P	\N
426	23514	113	P	\N
427	24600	2076	P	\N
428	24601	2013	P	\N
429	23520	2117	P	\N
430	23521	1068	P	\N
431	23522	346	P	\N
432	23523	1134	P	\N
433	23524	1134	P	\N
434	23525	1134	P	\N
435	23526	107	P	\N
437	23528	1884	P	\N
438	23529	2142	P	\N
439	23530	2143	P	\N
440	23531	1148	P	\N
442	23533	1988	P	\N
443	23534	614	P	\N
444	23535	253	P	\N
445	23536	1068	P	\N
446	23537	1987	P	\N
447	23538	1987	P	\N
448	23539	1941	P	\N
449	23540	357	P	\N
450	23541	566	P	\N
453	23544	89	P	\N
454	24717	2370	P	\N
455	24409	365	P	\N
456	23546	2146	P	\N
457	23547	2146	P	\N
458	23548	89	P	\N
459	23549	89	P	\N
460	23550	89	P	\N
461	23551	2146	P	\N
462	23552	2146	P	\N
465	23557	2148	P	\N
466	23558	2099	P	\N
467	23559	2095	P	\N
468	23560	2094	P	\N
469	23561	2092	P	\N
470	23562	2093	P	\N
471	23563	2091	P	\N
472	23564	2101	P	\N
473	23565	2098	P	\N
475	24127	755	P	\N
476	24126	755	P	\N
477	23570	614	P	\N
478	23571	104	P	\N
479	23572	104	P	\N
480	24648	1186	P	\N
481	23573	819	P	\N
483	23578	648	P	\N
484	23579	648	P	\N
485	23580	648	P	\N
486	23581	1192	P	\N
487	23582	1192	P	\N
488	23947	74	P	\N
489	23584	74	P	\N
490	23585	74	P	\N
491	23586	74	P	\N
492	23587	74	P	\N
493	23588	74	P	\N
495	23590	74	P	\N
496	23591	74	P	\N
497	23592	1116	P	\N
498	23593	1116	P	\N
499	23594	1116	P	\N
500	23595	1116	P	\N
501	23596	1116	P	\N
503	23601	731	P	\N
504	24056	731	P	\N
505	23602	815	P	\N
506	23603	807	P	\N
507	23604	112	P	\N
509	23606	182	P	\N
510	23607	1983	P	\N
511	23608	1980	P	\N
512	23609	1193	P	\N
516	23613	1106	P	\N
517	24112	2180	P	\N
521	23618	80	P	\N
523	23620	719	P	\N
524	23621	820	P	\N
525	23622	820	P	\N
526	23623	820	P	\N
527	23624	112	P	\N
528	23626	112	P	\N
529	23627	112	P	\N
530	24131	1356	P	\N
531	23630	982	P	\N
532	23631	1148	P	\N
533	23632	89	P	\N
534	23633	1945	P	\N
535	23634	1915	P	\N
536	23636	353	P	\N
537	23637	353	P	\N
538	23638	353	P	\N
539	23639	353	P	\N
540	23640	2016	P	\N
541	23641	675	P	\N
542	23642	675	P	\N
543	23643	881	P	\N
544	23956	1157	P	\N
545	23644	912	P	\N
547	23647	1952	P	\N
548	23648	1952	P	\N
549	24133	310	P	\N
550	23650	1187	P	\N
551	23651	1185	P	\N
552	23652	1185	P	\N
553	23653	1185	P	\N
554	23654	1223	P	\N
555	23655	793	P	\N
556	23656	1941	P	\N
557	23657	1942	P	\N
558	23658	2026	P	\N
563	23664	538	P	\N
564	23665	2047	P	\N
565	23666	1965	P	\N
566	23667	2047	P	\N
568	23669	2022	P	\N
571	23672	2046	P	\N
573	23674	2040	P	\N
580	23682	2039	P	\N
581	23683	865	P	\N
582	24176	991	P	\N
583	23685	2027	P	\N
599	23703	1955	P	\N
600	23704	1951	P	\N
601	23706	1959	P	\N
603	24154	2060	P	\N
604	23709	1956	P	\N
605	23710	1954	P	\N
606	23711	1110	P	\N
607	23712	954	P	\N
608	24078	2013	P	\N
609	24073	131	P	\N
610	23716	1160	P	\N
611	23718	1160	P	\N
612	23719	11	P	\N
614	23721	292	P	\N
615	23722	987	P	\N
616	23723	987	P	\N
617	23724	987	P	\N
618	23725	987	P	\N
619	23726	1026	P	\N
620	23727	986	P	\N
621	23728	1030	P	\N
622	23729	1981	P	\N
624	24036	802	P	\N
625	24146	2186	P	\N
626	24418	89	P	\N
627	23735	831	P	\N
628	23736	834	P	\N
629	23737	837	P	\N
630	23738	1059	P	\N
631	23739	832	P	\N
632	23740	1104	P	\N
633	23741	833	P	\N
634	24705	2368	P	\N
635	23743	838	P	\N
636	23744	1082	P	\N
637	23745	177	P	\N
638	23747	1949	P	\N
639	23748	538	P	\N
641	23750	1952	P	\N
642	23751	366	P	\N
643	23753	754	P	\N
645	23755	229	P	\N
647	23758	586	P	\N
648	23759	2056	P	\N
649	23760	2055	P	\N
650	23761	2058	P	\N
651	23763	2059	P	\N
653	23765	2052	P	\N
654	23766	2054	P	\N
656	23768	1168	P	\N
657	24174	739	P	\N
658	23770	32	P	\N
659	23772	1111	P	\N
660	23773	2060	P	\N
661	23774	122	P	\N
662	23775	1938	P	\N
663	23776	689	P	\N
664	23777	1082	P	\N
665	23780	298	P	\N
666	23781	694	P	\N
667	23782	821	P	\N
668	24137	64	P	\N
669	23784	1096	P	\N
670	23785	760	P	\N
673	23789	16	P	\N
674	23790	1181	P	\N
676	23793	1924	P	\N
677	23794	1218	P	\N
678	23795	1926	P	\N
679	23797	1932	P	\N
680	23798	1933	P	\N
681	23799	146	P	\N
682	24652	677	P	\N
683	23801	1929	P	\N
686	23804	445	P	\N
687	24178	1658	P	\N
689	23807	739	P	\N
690	23808	1937	P	\N
691	23809	52	P	\N
692	23811	719	P	\N
693	23813	821	P	\N
694	23814	821	P	\N
695	23815	821	P	\N
696	23816	1168	P	\N
697	23817	259	P	\N
698	24138	593	P	\N
701	24229	14	P	\N
703	23823	1211	P	\N
705	24194	1210	P	\N
706	23828	629	P	\N
707	23829	1893	P	\N
708	23830	689	P	\N
709	24230	1945	P	\N
711	23837	1222	P	\N
712	23838	1892	P	\N
713	23839	634	P	\N
714	23840	906	P	\N
715	23842	906	P	\N
716	23843	545	P	\N
717	23844	593	P	\N
718	23845	593	P	\N
719	23846	172	P	\N
720	24155	2187	P	\N
722	24441	969	P	\N
723	24442	208	P	\N
724	23853	969	P	\N
725	24445	1030	P	\N
726	23855	969	P	\N
727	24443	117	P	\N
728	24444	348	P	\N
729	23857	969	P	\N
730	23859	969	P	\N
731	24450	2001	P	\N
733	24449	648	P	\N
734	23864	114	P	\N
735	23865	545	P	\N
736	23867	1906	P	\N
737	23869	731	P	\N
738	24071	2153	P	\N
739	23871	843	P	\N
740	24168	2192	P	\N
746	23878	986	P	\N
747	23879	119	P	\N
748	23880	1256	P	\N
749	23881	20	P	\N
752	23884	1169	P	\N
753	24072	1034	P	\N
754	23887	863	P	\N
756	23890	112	P	\N
757	23891	159	P	\N
758	23892	1256	P	\N
759	23893	1256	P	\N
760	23894	1256	P	\N
761	23895	159	P	\N
762	23896	159	P	\N
763	23897	159	P	\N
764	23898	1142	P	\N
765	24097	669	P	\N
766	23902	147	P	\N
767	23903	1340	P	\N
768	23904	2002	P	\N
769	23905	1109	P	\N
770	23906	538	P	\N
771	23907	954	P	\N
772	23908	954	P	\N
773	23909	954	P	\N
774	23910	954	P	\N
775	24170	1233	P	\N
776	23912	385	P	\N
777	23913	966	P	\N
778	23914	966	P	\N
779	23915	966	P	\N
780	23916	966	P	\N
781	23917	966	P	\N
782	23918	966	P	\N
783	23962	1098	P	\N
784	23919	966	P	\N
785	23920	966	P	\N
786	23921	966	P	\N
787	23922	966	P	\N
788	23923	966	P	\N
789	23924	966	P	\N
790	23925	966	P	\N
791	23926	966	P	\N
792	23927	966	P	\N
793	23928	966	P	\N
794	23929	966	P	\N
795	23930	966	P	\N
796	23932	966	P	\N
798	23935	954	P	\N
801	23939	295	P	\N
802	23940	295	P	\N
803	24700	2367	P	\N
804	23943	958	P	\N
805	23944	1105	P	\N
808	23949	1909	P	\N
809	23950	1909	P	\N
810	23951	1909	P	\N
811	23952	176	P	\N
813	23955	1151	P	\N
815	23959	1068	P	\N
816	24245	1952	P	\N
817	24082	299	P	\N
818	24081	2159	P	\N
819	24080	1225	P	\N
820	23968	1986	P	\N
821	23970	1195	P	\N
822	23971	1206	P	\N
823	23973	674	P	\N
824	23975	568	P	\N
825	23976	999	P	\N
826	23977	999	P	\N
827	23978	999	P	\N
828	23979	999	P	\N
829	23980	139	P	\N
830	23981	139	P	\N
831	23982	1140	P	\N
832	23983	113	P	\N
833	23985	614	P	\N
834	23986	1096	P	\N
835	23987	1088	P	\N
836	23988	1088	P	\N
837	23989	1088	P	\N
838	23990	1088	P	\N
839	24057	871	P	\N
840	23995	253	P	\N
844	24000	589	P	\N
845	24001	2162	P	\N
847	24048	2125	P	\N
848	24003	1972	P	\N
849	24004	1985	P	\N
850	24074	2166	P	\N
853	24008	1981	P	\N
854	24009	1107	P	\N
855	24010	1107	P	\N
856	24011	754	P	\N
857	24013	754	P	\N
860	24129	1222	P	\N
861	24016	295	P	\N
862	24017	295	P	\N
867	24169	108	P	\N
869	24025	2163	P	\N
870	24026	455	P	\N
871	24118	315	P	\N
872	24027	545	P	\N
873	24028	1033	P	\N
874	24031	989	P	\N
875	24044	1033	P	\N
876	24043	1033	P	\N
877	24035	1033	P	\N
878	24041	117	P	\N
879	24042	117	P	\N
880	24045	1033	P	\N
881	24046	820	P	\N
882	24047	820	P	\N
883	24049	666	P	\N
884	24639	1186	P	\N
885	24050	2178	P	\N
887	24052	5	P	\N
888	24053	5	P	\N
889	24054	5	P	\N
890	24055	1384	P	\N
891	24058	871	P	\N
892	24059	871	P	\N
893	24060	871	P	\N
894	24061	1384	P	\N
895	24062	1384	P	\N
896	24063	1303	P	\N
897	24064	1303	P	\N
898	24065	1303	P	\N
899	24066	1303	P	\N
900	24069	84	P	\N
901	24359	2270	P	\N
903	24090	865	P	\N
906	24093	2165	P	\N
907	24094	2165	P	\N
908	24095	2165	P	\N
909	24098	669	P	\N
910	24099	669	P	\N
911	24100	731	P	\N
912	24447	1033	P	\N
913	24105	969	P	\N
914	24106	2145	P	\N
916	24108	2170	P	\N
917	24109	2169	P	\N
918	24110	2181	P	\N
919	24196	711	P	\N
920	24197	348	P	\N
921	24198	315	P	\N
922	24200	315	P	\N
923	24201	9	P	\N
924	24202	9	P	\N
925	24203	9	P	\N
926	24204	9	P	\N
927	24205	9	P	\N
928	24206	9	P	\N
929	24207	819	P	\N
930	24208	295	P	\N
931	24209	2190	P	\N
932	24210	586	P	\N
933	24682	691	P	\N
934	24521	2125	P	\N
935	24214	2127	P	\N
936	24218	669	P	\N
937	24217	769	P	\N
938	24657	939	P	\N
939	24226	114	P	\N
940	24228	84	P	\N
941	24227	114	P	\N
942	24235	1165	P	\N
943	24236	84	P	\N
944	24237	84	P	\N
945	24238	84	P	\N
946	24239	84	P	\N
947	24240	84	P	\N
948	24243	999	P	\N
949	24246	712	P	\N
950	24247	315	P	\N
951	24248	315	P	\N
952	24249	315	P	\N
953	24253	1946	P	\N
954	24254	600	P	\N
955	24255	600	P	\N
956	24256	357	P	\N
957	24257	357	P	\N
958	24451	824	P	\N
960	24452	2289	P	\N
961	24262	1981	P	\N
962	24263	1981	P	\N
963	24264	1981	P	\N
964	24265	1981	P	\N
965	24266	1162	P	\N
966	24267	1162	P	\N
967	24269	1941	P	\N
968	24270	1941	P	\N
969	24271	388	P	\N
971	24273	495	P	\N
972	24274	495	P	\N
973	24275	739	P	\N
974	24276	835	P	\N
975	24277	2110	P	\N
976	24278	2110	P	\N
977	24279	1303	P	\N
978	24282	2210	P	\N
979	24383	723	P	\N
980	24284	2212	P	\N
981	24285	2213	P	\N
982	24286	435	P	\N
985	24289	2216	P	\N
987	24291	139	P	\N
988	24292	2222	P	\N
989	24293	89	P	\N
990	24294	84	P	\N
991	24296	2233	P	\N
993	24572	1988	P	\N
994	24563	2332	P	\N
995	24535	1340	P	\N
996	24645	1143	P	\N
997	24303	1096	P	\N
998	24708	1349	P	\N
999	24361	1200	P	\N
1000	24306	568	P	\N
1005	24312	1924	P	\N
1006	24313	1924	P	\N
1007	24314	1924	P	\N
1008	24315	1924	P	\N
1009	24316	1218	P	\N
1010	24317	1218	P	\N
1011	24318	1218	P	\N
1012	24322	2239	P	\N
1014	24327	2002	P	\N
1015	24328	2231	P	\N
1016	24329	2245	P	\N
1017	24646	16	P	\N
1018	24332	2248	P	\N
1020	24336	2252	P	\N
1021	24337	2253	P	\N
1022	24338	2255	P	\N
1023	24659	2109	P	\N
1025	24341	2258	P	\N
1026	24342	2259	P	\N
1027	24343	2260	P	\N
1028	24344	2261	P	\N
1030	24346	2263	P	\N
1031	24348	2162	P	\N
1032	24349	2264	P	\N
1033	24350	2266	P	\N
1034	24351	2267	P	\N
1035	24352	1140	P	\N
1036	24353	2268	P	\N
1037	24354	2224	P	\N
1038	24355	2227	P	\N
1039	24356	2229	P	\N
1041	24358	352	P	\N
1042	24362	159	P	\N
1043	24363	2141	P	\N
1044	24366	868	P	\N
1045	24368	2271	P	\N
1046	24381	1049	P	\N
1048	24373	2275	P	\N
1049	24376	2277	P	\N
1050	24378	2278	P	\N
1051	24650	1344	P	\N
1052	24386	689	P	\N
1053	24387	999	P	\N
1054	24388	1068	P	\N
1055	24389	198	P	\N
1056	24390	836	P	\N
1057	24391	919	P	\N
1058	24392	919	P	\N
1059	24393	1987	P	\N
1061	24396	292	P	\N
1062	24397	50	P	\N
1064	24399	2143	P	\N
1065	24401	2131	P	\N
1066	24402	243	P	\N
1067	24718	2370	P	\N
1068	24404	1088	P	\N
1069	24406	446	P	\N
1070	24407	536	P	\N
1071	24410	1349	P	\N
1072	24411	1168	P	\N
1073	24697	1140	P	\N
1074	24413	19	P	\N
1075	24414	2285	P	\N
1076	24520	1908	P	\N
1077	24416	2169	P	\N
1078	24626	198	P	\N
1079	24419	89	P	\N
1081	24421	2119	P	\N
1082	24422	2286	P	\N
1083	24424	864	P	\N
1084	24425	495	P	\N
1085	24426	835	P	\N
1086	24427	538	P	\N
1087	24430	969	P	\N
1088	24431	648	P	\N
1089	24432	648	P	\N
1090	24434	1118	P	\N
1091	24435	969	P	\N
1092	24436	969	P	\N
1096	24454	832	P	\N
1097	24662	538	P	\N
1098	24707	1349	P	\N
1099	24654	917	P	\N
1100	24462	1273	P	\N
1101	24651	2359	P	\N
1102	24466	1303	P	\N
1103	24467	2216	P	\N
1104	24468	991	P	\N
1105	24698	1140	P	\N
1106	24470	1165	P	\N
1107	24704	2368	P	\N
1108	24471	1274	P	\N
1109	24472	2050	P	\N
1110	24473	1932	P	\N
1112	24475	879	P	\N
1113	24517	1289	P	\N
1114	24479	1143	P	\N
1115	24480	366	P	\N
1116	24681	593	P	\N
1117	24483	2212	P	\N
1118	24484	2234	P	\N
1121	24487	346	P	\N
1122	24488	1143	P	\N
1123	24684	906	P	\N
1124	24490	902	P	\N
1126	24492	2240	P	\N
1127	24493	1218	P	\N
1129	24495	568	P	\N
1130	24496	1099	P	\N
1131	24515	2309	P	\N
1132	24497	568	P	\N
1133	24498	1924	P	\N
1134	24499	1924	P	\N
1135	24503	2295	P	\N
1138	24507	2300	P	\N
1140	24509	2301	P	\N
1141	24510	2303	P	\N
1143	24512	2305	P	\N
1145	24523	2182	P	\N
1146	24525	74	P	\N
1147	24583	2143	P	\N
1149	24530	2309	P	\N
1150	24533	1143	P	\N
1151	24537	308	P	\N
1152	24538	64	P	\N
1153	24539	134	P	\N
1154	24540	5	P	\N
1155	24541	1015	P	\N
1156	24543	1098	P	\N
1157	24544	1059	P	\N
1158	24686	1995	P	\N
1160	24547	2252	P	\N
1161	24548	937	P	\N
1163	24562	2326	P	\N
1164	24564	2332	P	\N
1165	24565	807	P	\N
1166	24554	2327	P	\N
1167	24555	2328	P	\N
1168	24556	2329	P	\N
1169	24557	589	P	\N
1170	24558	589	P	\N
1171	24560	620	P	\N
1172	24647	2231	P	\N
1173	24685	1303	P	\N
1174	24566	739	P	\N
1175	24567	1226	P	\N
1176	24573	1288	P	\N
1177	24574	113	P	\N
1178	24575	2228	P	\N
1179	24578	330	P	\N
1180	24579	2068	P	\N
1181	24581	117	P	\N
1182	24660	2360	P	\N
1183	24582	22	P	\N
1184	24699	906	P	\N
1185	24584	2143	P	\N
1186	24585	2131	P	\N
1187	24712	2143	P	\N
1188	24586	2143	P	\N
1189	24589	1160	P	\N
1192	24602	740	P	\N
1193	24683	2048	P	\N
1194	24598	117	P	\N
1195	24595	1030	P	\N
1196	24603	2339	P	\N
1197	24605	2341	P	\N
1198	24620	2349	P	\N
1199	24607	2342	P	\N
1200	24608	2342	P	\N
1201	24609	339	P	\N
1202	24610	2216	P	\N
1203	24611	495	P	\N
1205	24614	1134	P	\N
1206	24615	2345	P	\N
1207	24616	1136	P	\N
1208	24617	2346	P	\N
1209	24619	2348	P	\N
1210	24621	2350	P	\N
1211	24622	2351	P	\N
1212	24623	2180	P	\N
1213	24711	2369	P	\N
1214	24624	2352	P	\N
1215	24628	1049	P	\N
1216	24629	89	P	\N
1217	24630	186	P	\N
1218	24631	365	P	\N
1219	24632	1226	P	\N
1220	24634	586	P	\N
1221	24635	864	P	\N
1222	24636	1226	P	\N
1223	24637	1908	P	\N
1224	24640	2357	P	\N
1225	24641	2357	P	\N
1227	24643	2357	P	\N
1228	24644	2357	P	\N
1229	24666	538	P	\N
1230	24665	538	P	\N
1231	24667	538	P	\N
1232	24675	538	P	\N
1233	24669	538	P	\N
1234	24670	11	P	\N
1235	24671	310	P	\N
1237	24678	104	P	\N
1238	24688	2160	P	\N
1239	24689	2160	P	\N
1240	24690	2160	P	\N
1241	24728	134	P	\N
1242	24721	333	P	\N
1243	24692	2072	P	\N
1244	24693	2060	P	\N
1245	24694	2060	P	\N
1246	24695	321	P	\N
1247	24696	321	P	\N
1248	24706	346	P	\N
1249	24709	2339	P	\N
1250	24710	1938	P	\N
1251	24713	2369	P	\N
1252	24714	2369	P	\N
1253	24715	2369	P	\N
1254	24719	2370	P	\N
1255	24720	2370	P	\N
1256	24723	1098	P	\N
1257	24724	308	P	\N
1258	24725	1096	P	\N
1259	24726	5	P	\N
1260	24727	988	P	\N
1261	24729	2329	P	\N
1262	24730	1908	P	\N
1263	24731	20	P	\N
1264	24733	731	P	\N
1266	24736	89	P	\N
1268	24740	1098	P	\N
1269	600	89	A	\N
1271	746	89	A	\N
1272	769	89	A	\N
1273	770	89	A	\N
1278	810	89	A	\N
1279	820	89	A	\N
1280	826	89	A	\N
1281	833	89	A	\N
1292	964	89	A	\N
1293	970	89	A	\N
1294	984	89	A	\N
1297	1213	89	A	\N
1299	1374	89	A	\N
1300	1754	89	A	\N
1301	2862	89	A	\N
1302	3348	89	A	\N
1305	4298	648	A	\N
1306	4298	353	A	\N
1307	4401	172	A	\N
1308	4402	172	A	\N
1309	24631	93	A	\N
1310	24631	677	A	\N
1311	23307	754	A	\N
1314	23309	1049	A	\N
1320	23320	353	A	\N
1321	23322	352	A	\N
1322	23323	352	A	\N
1323	23323	295	A	\N
1324	23323	89	A	\N
1331	23334	590	A	\N
1332	23344	1924	A	\N
1333	23345	2058	A	\N
1334	23347	2059	A	\N
1335	23348	740	A	\N
1336	23349	600	A	\N
1337	23350	1924	A	\N
1338	23351	2059	A	\N
1339	23352	802	A	\N
1341	23357	2048	A	\N
1347	23359	41	A	\N
1348	23363	41	A	\N
1349	23364	41	A	\N
1350	23368	802	A	\N
1351	23368	89	A	\N
1352	23368	112	A	\N
1353	23369	112	A	\N
1354	23372	731	A	\N
1355	23372	629	A	\N
1356	23387	1160	A	\N
1357	23387	298	A	\N
1358	23387	310	A	\N
1359	23387	921	A	\N
1360	23406	648	A	\N
1361	23406	731	A	\N
1362	23406	819	A	\N
1363	23407	353	A	\N
1364	23407	820	A	\N
1365	23408	802	A	\N
1366	23408	820	A	\N
1367	23408	982	A	\N
1373	23410	1200	A	\N
1375	23413	1200	A	\N
1392	23424	843	A	\N
1393	23434	966	A	\N
1394	23440	538	A	\N
1395	23303	912	A	\N
1396	23303	2048	A	\N
1397	23303	11	A	\N
1398	23303	14	A	\N
1400	23453	669	A	\N
1401	23453	819	A	\N
1403	23477	802	A	\N
1404	23480	802	A	\N
1405	23496	353	A	\N
1406	23499	1146	A	\N
1407	23544	298	A	\N
1408	23544	353	A	\N
1410	23594	299	A	\N
1411	23601	567	A	\N
1412	23622	357	A	\N
1413	23622	310	A	\N
1414	23626	198	A	\N
1415	23632	352	A	\N
1416	23632	295	A	\N
1417	23632	586	A	\N
1420	23704	89	A	\N
1422	23758	89	A	\N
1423	23760	89	A	\N
1427	23793	1384	A	\N
1431	23774	89	A	\N
1432	23843	89	A	\N
1433	23843	310	A	\N
1434	23843	298	A	\N
1435	23843	843	A	\N
1436	23843	689	A	\N
1437	23843	711	A	\N
1438	23843	694	A	\N
1439	23843	669	A	\N
1440	23843	653	A	\N
1441	23843	586	A	\N
1442	23844	315	A	\N
1443	23844	824	A	\N
1444	23845	315	A	\N
1445	23855	589	A	\N
1460	23916	949	A	\N
1461	23921	299	A	\N
1462	23921	1025	A	\N
1463	23921	629	A	\N
1464	23921	954	A	\N
