3071	2499	17
3072	2531	21
3073	2552	17
3074	2555	14
3075	2556	17
3076	2652	18
3077	2666	21
3078	2776	20
3079	2777	15
3080	2782	17
3081	2862	17
3082	2870	20
3083	2878	18
3084	2924	15
3085	3028	18
3086	3037	14
3087	3042	14
3088	3187	18
3089	3208	18
3090	3348	23
3091	3361	18
3092	3362	18
3093	3391	18
3094	3422	18
3095	3451	18
3096	3484	17
3097	3599	18
3098	3621	17
3099	3798	17
3100	3800	14
3101	3801	18
3102	3814	20
3103	3815	18
3104	3945	22
3105	3953	18
3106	4053	17
3107	4082	18
3108	4113	28
3109	4113	25
3110	4114	18
3111	4118	14
3112	4119	14
3113	4120	14
3114	4121	15
3115	4299	26
3116	4298	14
3117	4299	14
3118	4300	14
3119	4401	18
3120	4401	23
3121	4402	18
3122	4424	23
3123	22662	22
3124	22662	17
3125	22661	15
3126	22661	18
3127	3953	14
3128	75	15
3129	75	23
3130	22685	17
3131	3	23
3132	3	15
3133	4066	18
3134	4082	22
3135	4088	22
3136	4112	18
3137	4113	18
3138	4114	17
3139	4114	30
3140	4114	33
3141	4118	31
3142	4119	31
3143	4120	22
3144	4121	17
3145	4121	30
3146	4121	22
3147	4121	33
3148	4183	28
3149	4183	25
3150	4250	18
3151	4299	17
3152	4299	32
3153	4299	24
3154	4299	30
3155	4299	22
3156	4300	17
3157	4300	24
3158	4300	30
3159	4300	29
3160	4402	15
3161	4402	23
3162	4424	18
3163	4424	22
3164	22675	17
3165	22675	28
3166	22675	14
3167	22675	30
3168	22675	23
3169	22675	32
3170	22675	33
3171	22685	28
3172	22685	14
3173	22685	18
3174	22685	21
3175	22685	27
3176	22809	18
3177	22809	14
3178	22809	17
3179	1670	14
3180	1670	24
3181	23971	35
3182	22955	17
3183	22955	30
3184	22956	33
3185	23971	25
3186	22956	15
3187	22957	17
3188	22957	32
3189	22957	21
3190	22957	30
3191	22957	22
3192	22958	18
3193	22958	28
3194	22958	25
3195	22960	18
3196	22962	14
3197	22962	30
3198	22962	21
