Tocoluli	Railaco	Ermera	727
Talimoro	Ermera	Ermera	728
Lauala	Ermera	Ermera	729
Fatuquero	Railaco	Ermera	730
Becora	Cristo Rei	Dili	731
Aidabaleten	Atabae	Bobonaro	732
Seloi Malere	Aileu Vila	Aileu	733
Seloi Malere	Aileu Vila	Aileu	734
Motael	Vera Cruz	Dili	735
Fuiloro	Lospalos	Lautem	736
Uabubo	Ossu	Viqueque	737
Uma Quic	Viqueque	Viqueque	738
Bahu	Baucau	Baucau	739
Debos	Suai	Covalima	740
Letefoho	Same	Manufahi	741
Comoro	Dom Aleixo	Dili	742
Fatuhada	Dom Aleixo	Dili	743
Uma Uain Craic	Viqueque	Viqueque	744
Nuno-Mogue	Hatu-Builico	Ainaro	745
Fuiloro	Lospalos	Lautem	746
Fuiloro	Lospalos	Lautem	747
Comoro	Dom Aleixo	Dili	749
Caraubalo	Viqueque	Viqueque	750
Motael	Vera Cruz	Dili	751
Comoro	Dom Aleixo	Dili	752
Colmera	Vera Cruz	Dili	753
Kampung Alor	Dom Aleixo	Dili	754
Debos	Suai	Covalima	755
Lahomea	Maliana	Bobonaro	756
Costa	Pante Macasar	Oecussi	757
Lahomea	Maliana	Bobonaro	759
Ossu De Cima	Ossu	Viqueque	760
Ducurai	Letefoho	Ermera	761
Bairro Pite	Dom Aleixo	Dili	762
Comoro	Dom Aleixo	Dili	763
Comoro	Dom Aleixo	Dili	764
Manapa	Cailaco	Bobonaro	765
Manapa	Cailaco	Bobonaro	766
Talimoro	Ermera	Ermera	767
Caicoli	Vera Cruz	Dili	768
Costa	Pante Macasar	Oecussi	770
Comoro	Dom Aleixo	Dili	771
Maquili	Atauro	Dili	772
Fuiloro	Lospalos	Lautem	773
Bairro Pite	Dom Aleixo	Dili	774
Trilolo	Baucau	Baucau	775
Bairro Pite	Dom Aleixo	Dili	776
Comoro	Dom Aleixo	Dili	777
Luca	Viqueque	Viqueque	778
Manapa	Cailaco	Bobonaro	779
Aidabaleten	Atabae	Bobonaro	780
Bairro Pite	Dom Aleixo	Dili	781
Trilolo	Baucau	Baucau	782
Fuiloro	Lospalos	Lautem	783
Buibau	Baucau	Baucau	784
Trilolo	Baucau	Baucau	786
Macarenhas	Vera Cruz	Dili	787
Macarenhas	Vera Cruz	Dili	789
Talimoro	Ermera	Ermera	790
Trilolo	Baucau	Baucau	791
Costa	Pante Macasar	Oecussi	792
Comoro	Dom Aleixo	Dili	793
Caibada	Baucau	Baucau	794
Lauhata	Bazartete	Liquica	795
Costa	Pante Macasar	Oecussi	796
Comoro	Dom Aleixo	Dili	797
Bairro Pite	Dom Aleixo	Dili	798
Letefoho	Same	Manufahi	799
Ossu-Huna	Baguia	Baucau	800
Bairro Pite	Dom Aleixo	Dili	801
Lahane Oriental	Nain Feto	Dili	803
Comoro	Dom Aleixo	Dili	804
Culu Hun	Cristo Rei	Dili	806
Letefoho	Same	Manufahi	807
Bidau Lecidere	Nain Feto	Dili	808
Motael	Vera Cruz	Dili	809
Aumano	Liquica	Liquica	810
Comoro	Dom Aleixo	Dili	811
Ailili	Manatuto	Manatuto	812
Bahalarauain	Viqueque	Viqueque	922
Fuiloro	Lospalos	Lautem	813
Macarenhas	Vera Cruz	Dili	814
Colmera	Vera Cruz	Dili	815
Maubisse	Maubisse	Ainaro	816
Caicoli	Vera Cruz	Dili	817
Trilolo	Baucau	Baucau	818
Loidahar	Liquica	Liquica	819
Bahalarauain	Viqueque	Viqueque	820
Estado	Ermera	Ermera	821
Tocoluli	Railaco	Ermera	822
Costa	Pante Macasar	Oecussi	823
Odomau	Maliana	Bobonaro	824
Lourba	Bobonaro	Bobonaro	825
Beloi	Atauro	Dili	826
Costa	Pante Macasar	Oecussi	827
Gricenfor	Nain Feto	Dili	828
Fatuhada	Dom Aleixo	Dili	829
Santa Cruz	Nain Feto	Dili	830
Debos	Suai	Covalima	831
Santa Cruz	Nain Feto	Dili	832
Caraubalo	Viqueque	Viqueque	833
Comoro	Dom Aleixo	Dili	834
Comoro	Dom Aleixo	Dili	835
Caicoli	Vera Cruz	Dili	836
Bairro Pite	Dom Aleixo	Dili	837
Comoro	Dom Aleixo	Dili	838
Fatuhada	Dom Aleixo	Dili	839
Becora	Cristo Rei	Dili	840
Trilolo	Baucau	Baucau	841
Camenaa	Suai	Covalima	842
Tashilin	Zumalai	Covalima	843
Belecasac	Maukatar	Covalima	844
Cowa	Balibo	Bobonaro	845
Lour	Zumalai	Covalima	846
Lauala	Ermera	Ermera	847
Manapa	Cailaco	Bobonaro	848
Tapo/Memo	Maliana	Bobonaro	849
Maudemo	Tilomar	Covalima	850
Meligo	Cailaco	Bobonaro	851
Manapa	Cailaco	Bobonaro	852
Suai Loro	Suai	Covalima	853
Comoro	Dom Aleixo	Dili	854
Fuiloro	Lospalos	Lautem	855
Motael	Vera Cruz	Dili	856
Macarenhas	Vera Cruz	Dili	857
Bairro Pite	Dom Aleixo	Dili	858
Bobonaro	Bobonaro	Bobonaro	859
Raimea	Zumalai	Covalima	860
Letefoho	Same	Manufahi	861
Costa	Pante Macasar	Oecussi	862
Comoro	Dom Aleixo	Dili	863
Sau	Manatuto	Manatuto	864
Becora	Cristo Rei	Dili	865
Debos	Suai	Covalima	866
Comoro	Dom Aleixo	Dili	868
Comoro	Dom Aleixo	Dili	869
Ostico	Vemase	Baucau	870
Uma Quic	Viqueque	Viqueque	871
Parlamento	Lautem	Lautem	872
Matahoi	Watulari	Viqueque	873
Matahoi	Watulari	Viqueque	874
Luca	Viqueque	Viqueque	875
Ailebere	Iliomar	Lautem	876
Irabin De Baixo	Uatucarbau	Viqueque	877
Costa	Pante Macasar	Oecussi	878
Usi-Tacae	Oesilo	Oecussi	879
Aiteas	Manatuto	Manatuto	880
Dilor	Lacluta	Viqueque	881
Bobocase	Pante Macasar	Oecussi	882
Costa	Pante Macasar	Oecussi	883
Naimeco	Pante Macasar	Oecussi	884
Naimeco	Pante Macasar	Oecussi	885
Lifau	Pante Macasar	Oecussi	886
Costa	Pante Macasar	Oecussi	887
Manapa	Cailaco	Bobonaro	888
Pairara	Lautem	Lautem	889
Fuiloro	Lospalos	Lautem	891
Fuiloro	Lospalos	Lautem	892
Fuiloro	Lospalos	Lautem	893
Fuiloro	Lospalos	Lautem	894
Macarenhas	Vera Cruz	Dili	895
Costa	Pante Macasar	Oecussi	896
Acadiru Hun	Nain Feto	Dili	898
Fatuquero	Railaco	Ermera	899
Meti Aut	Cristo Rei	Dili	900
Becora	Cristo Rei	Dili	901
Vila Verde	Vera Cruz	Dili	902
Ma'Abat	Manatuto	Manatuto	903
Leohito	Balibo	Bobonaro	904
Cowa	Balibo	Bobonaro	905
Lahomea	Maliana	Bobonaro	906
Holsa	Maliana	Bobonaro	907
Batugade	Balibo	Bobonaro	908
Loidahar	Liquica	Liquica	910
Gricenfor	Nain Feto	Dili	911
Comoro	Dom Aleixo	Dili	912
Bahalarauain	Viqueque	Viqueque	913
Bahalarauain	Viqueque	Viqueque	914
Fuiloro	Lospalos	Lautem	915
Trilolo	Baucau	Baucau	916
Bahalarauain	Viqueque	Viqueque	917
Bahalarauain	Viqueque	Viqueque	918
Caraubalo	Viqueque	Viqueque	919
Caraubalo	Viqueque	Viqueque	921
Bahalarauain	Viqueque	Viqueque	923
Aiteas	Manatuto	Manatuto	924
Dato	Liquica	Liquica	920
Bairro Pite	Dom Aleixo	Dili	909
Ma'Abat	Manatuto	Manatuto	925
Loidahar	Liquica	Liquica	926
Vaviquinia	Maubara	Liquica	927
Vaviquinia	Maubara	Liquica	928
Vatuvou	Maubara	Liquica	929
Sau	Manatuto	Manatuto	930
Caibada	Baucau	Baucau	931
Caicoli	Vera Cruz	Dili	932
Kampung Alor	Dom Aleixo	Dili	933
Comoro	Dom Aleixo	Dili	934
Vatuboro	Maubara	Liquica	935
Comoro	Dom Aleixo	Dili	936
Lahane Oriental	Nain Feto	Dili	937
Vatuvou	Maubara	Liquica	938
Loidahar	Liquica	Liquica	939
Manapa	Cailaco	Bobonaro	940
Loi-Huno	Ossu	Viqueque	941
Ossorua	Ossu	Viqueque	942
Vatuvou	Maubara	Liquica	943
Madabeno	Laulara	Aileu	944
Talitu	Laulara	Aileu	945
Lifau	Pante Macasar	Oecussi	946
Manapa	Cailaco	Bobonaro	947
Comoro	Dom Aleixo	Dili	948
Bidau Santana	Cristo Rei	Dili	949
Becora	Cristo Rei	Dili	950
Caraubalo	Viqueque	Viqueque	951
Biceli	Atauro	Dili	952
Comoro	Dom Aleixo	Dili	953
Comoro	Dom Aleixo	Dili	954
Ponilala	Ermera	Ermera	955
Caicoli	Vera Cruz	Dili	956
Comoro	Dom Aleixo	Dili	957
Comoro	Dom Aleixo	Dili	958
Mau-Ulo	Ainaro	Ainaro	959
Letefoho	Same	Manufahi	960
Motael	Vera Cruz	Dili	961
Vila Verde	Vera Cruz	Dili	962
Bidau Santana	Cristo Rei	Dili	963
Talimoro	Ermera	Ermera	964
Aisirimou	Aileu Vila	Aileu	966
Motael	Vera Cruz	Dili	967
Motaulun	Bazartete	Liquica	968
Lalawa	Tilomar	Covalima	969
Matai	Maukatar	Covalima	970
Camenaa	Suai	Covalima	971
Seloi Malere	Aileu Vila	Aileu	972
Seloi Malere	Aileu Vila	Aileu	973
Lalawa	Tilomar	Covalima	974
Trilolo	Baucau	Baucau	975
Loidahar	Liquica	Liquica	976
Seloi Malere	Aileu Vila	Aileu	977
Comoro	Dom Aleixo	Dili	978
Aiteas	Manatuto	Manatuto	979
Lalisuc	Pante Macasar	Oecussi	981
Mau-Ulo	Ainaro	Ainaro	982
Costa	Pante Macasar	Oecussi	983
Comoro	Dom Aleixo	Dili	984
Fohoren	Forohem	Covalima	985
Culu Hun	Cristo Rei	Dili	986
Ulmera	Bazartete	Liquica	987
Comoro	Dom Aleixo	Dili	988
Loidahar	Liquica	Liquica	990
Babulu	Same	Manufahi	993
Motael	Vera Cruz	Dili	995
Bairro Pite	Dom Aleixo	Dili	996
Lore II	Lospalos	Lautem	997
Comoro	Dom Aleixo	Dili	998
Caraubalo	Viqueque	Viqueque	1000
Caraubalo	Viqueque	Viqueque	1001
Seloi Malere	Aileu Vila	Aileu	1002
Caicoli	Vera Cruz	Dili	1003
Seloi Craic	Aileu Vila	Aileu	1004
Comoro	Dom Aleixo	Dili	1006
Acadiru Hun	Nain Feto	Dili	1007
Becora	Cristo Rei	Dili	1008
Caicoli	Vera Cruz	Dili	1009
Maudemo	Tilomar	Covalima	1010
Manutasi	Ainaro	Ainaro	1011
Suai Loro	Suai	Covalima	1012
Motael	Vera Cruz	Dili	1013
Talimoro	Ermera	Ermera	1014
Acadiru Hun	Nain Feto	Dili	1015
Bahalarauain	Viqueque	Viqueque	1016
Bahalarauain	Viqueque	Viqueque	1017
Fatuhada	Dom Aleixo	Dili	1018
Batugade	Balibo	Bobonaro	1019
Bemori	Nain Feto	Dili	1020
Lalawa	Tilomar	Covalima	1021
Caibada	Baucau	Baucau	1022
Bahu	Baucau	Baucau	1023
Mau-Ulo	Ainaro	Ainaro	1024
Maudemo	Tilomar	Covalima	1025
Mau-Ulo	Ainaro	Ainaro	1026
Trilolo	Baucau	Baucau	1027
Vila Verde	Vera Cruz	Dili	1028
Betano	Same	Manufahi	1029
Lalisuc	Pante Macasar	Oecussi	1030
Naimeco	Pante Macasar	Oecussi	1032
Bairro Pite	Dom Aleixo	Dili	1033
Ogues	Maukatar	Covalima	1034
Debos	Suai	Covalima	1035
Comoro	Dom Aleixo	Dili	991
Ailili	Manatuto	Manatuto	1036
Becora	Cristo Rei	Dili	1037
Suco Liurai	Aileu Vila	Aileu	1038
Seloi Malere	Aileu Vila	Aileu	1039
Aisirimou	Aileu Vila	Aileu	1040
Buibau	Baucau	Baucau	1041
Meligo	Cailaco	Bobonaro	1042
Becora	Cristo Rei	Dili	1043
Fadabloco	Remexio	Aileu	1044
Uani Uma	Uatucarbau	Viqueque	1045
Ilat-Laun	Bobonaro	Bobonaro	1046
Trilolo	Baucau	Baucau	1047
Lourba	Bobonaro	Bobonaro	1048
Manetu	Maubisse	Ainaro	1049
Camenaa	Suai	Covalima	1050
Becora	Cristo Rei	Dili	1051
Uma Uain Craic	Viqueque	Viqueque	1052
Bahu	Baucau	Baucau	1053
Maudemo	Tilomar	Covalima	1054
Ossorua	Ossu	Viqueque	1055
Bairro Pite	Dom Aleixo	Dili	1056
Sau	Manatuto	Manatuto	1057
Cotamutu	Luro	Lautem	1058
Bahalarauain	Viqueque	Viqueque	1059
Matai	Maukatar	Covalima	1060
Suai Loro	Suai	Covalima	1061
Daisua	Same	Manufahi	1062
Becora	Cristo Rei	Dili	1063
Motael	Vera Cruz	Dili	1065
Vatuvou	Maubara	Liquica	1066
Lahomea	Maliana	Bobonaro	1067
Letefoho	Same	Manufahi	1068
Mau-Ulo	Ainaro	Ainaro	1069
Loidahar	Liquica	Liquica	1070
Talimoro	Ermera	Ermera	1071
Letefoho	Same	Manufahi	1072
Talimoro	Ermera	Ermera	1073
Comoro	Dom Aleixo	Dili	1074
Costa	Pante Macasar	Oecussi	1075
Comoro	Dom Aleixo	Dili	1076
Naimeco	Pante Macasar	Oecussi	1077
Naimeco	Pante Macasar	Oecussi	1078
Naimeco	Pante Macasar	Oecussi	1079
Nipani	Pante Macasar	Oecussi	1080
Nipani	Pante Macasar	Oecussi	1081
Costa	Pante Macasar	Oecussi	1082
Nipani	Pante Macasar	Oecussi	1083
Costa	Pante Macasar	Oecussi	1084
Bairro Pite	Dom Aleixo	Dili	1085
Talimoro	Ermera	Ermera	1086
Seloi Malere	Aileu Vila	Aileu	1087
Suco Liurai	Aileu Vila	Aileu	1088
Aisirimou	Aileu Vila	Aileu	1089
Matai	Maukatar	Covalima	1090
Tashilin	Zumalai	Covalima	1091
Aiteas	Manatuto	Manatuto	1092
Seloi Malere	Aileu Vila	Aileu	1093
Bahu	Baucau	Baucau	1094
Ililai	Lautem	Lautem	1095
Daisua	Same	Manufahi	1096
Motael	Vera Cruz	Dili	1097
Comoro	Dom Aleixo	Dili	1098
Gricenfor	Nain Feto	Dili	1099
Bairro Pite	Dom Aleixo	Dili	1100
Seloi Malere	Aileu Vila	Aileu	1101
Comoro	Dom Aleixo	Dili	1102
Motael	Vera Cruz	Dili	123
Comoro	Dom Aleixo	Dili	1103
Caicoli	Vera Cruz	Dili	220
Motael	Vera Cruz	Dili	621
Gricenfor	Nain Feto	Dili	1106
Culu Hun	Cristo Rei	Dili	446
Comoro	Dom Aleixo	Dili	994
Bidau Lecidere	Nain Feto	Dili	430
Riheu	Ermera	Ermera	278
Gricenfor	Nain Feto	Dili	178
Comoro	Dom Aleixo	Dili	1111
Gricenfor	Nain Feto	Dili	301
Comoro	Dom Aleixo	Dili	897
Bairro Pite	Dom Aleixo	Dili	579
Loidahar	Liquica	Liquica	509
Lahane Oriental	Nain Feto	Dili	1113
Poetete	Ermera	Ermera	690
Vila Verde	Vera Cruz	Dili	769
\.


