810	nhdb_project	486	23951	t
814	nhdb_organization	490	2215	t
818	nhdb_organization	494	2495	t
822	nhdb_organization	497	2495	f
826	nhdb_projectorganization	501	\N	t
831	nhdb_project	503	24753	f
832	suggest_suggest	503	502	f
836	nhdb_project	507	24753	t
852	nhdb_projectplace	509	989	t
858	nhdb_projectplace	511	3437	t
863	nhdb_project	513	24754	t
868	nhdb_person	515	6005	f
883	nhdb_organization	518	622	t
887	nhdb_organization	522	620	t
891	nhdb_organization	524	2048	f
895	nhdb_organization	527	2499	t
899	nhdb_organization	531	445	t
903	nhdb_projectplace	535	3440	t
907	nhdb_projectplace	539	\N	t
912	nhdb_projectplace	542	3444	t
917	nhdb_project	544	24749	f
918	geo_adminarea	544	901	f
919	nhdb_project	545	24755	t
923	nhdb_projectorganization	549	1566	t
933	nhdb_project	548	24755	f
934	nhdb_organization	548	802	f
938	nhdb_projectorganization	554	1569	t
948	nhdb_organizationplace	556	920	t
951	nhdb_projectplace	558	3450	t
954	nhdb_project	561	24757	t
958	nhdb_project	562	24757	f
959	nhdb_organization	562	966	f
970	nhdb_projectorganization	569	\N	t
967	nhdb_project	566	24758	t
976	nhdb_propertytag	566	2	f
977	nhdb_propertytag	566	3	f
978	nhdb_propertytag	566	6	f
979	nhdb_propertytag	566	7	f
980	nhdb_propertytag	566	11	f
982	nhdb_projectorganization	570	1573	t
984	nhdb_project	572	24759	t
986	nhdb_projectorganization	574	1575	t
988	nhdb_propertytag	573	17	f
989	nhdb_propertytag	573	22	f
990	nhdb_propertytag	573	37	f
991	nhdb_propertytag	573	2	f
992	nhdb_propertytag	573	3	f
993	nhdb_propertytag	573	7	f
994	nhdb_propertytag	573	11	f
995	nhdb_propertytag	573	12	f
997	nhdb_projectplace	577	3454	t
999	nhdb_organization	576	1356	f
1001	nhdb_organization	579	1162	f
1003	nhdb_organization	580	921	f
547	nhdb_projectplace	300	3433	t
551	nhdb_propertytag	302	17	f
552	nhdb_propertytag	302	19	f
553	nhdb_propertytag	302	20	f
554	nhdb_propertytag	302	21	f
555	nhdb_propertytag	302	22	f
556	nhdb_propertytag	302	25	f
557	nhdb_propertytag	302	37	f
558	nhdb_propertytag	302	38	f
559	nhdb_propertytag	302	40	f
560	nhdb_propertytag	302	42	f
561	nhdb_propertytag	302	44	f
562	nhdb_propertytag	302	45	f
563	nhdb_propertytag	302	3	f
564	nhdb_propertytag	302	5	f
565	nhdb_propertytag	302	6	f
566	nhdb_propertytag	302	8	f
567	nhdb_propertytag	302	10	f
575	nhdb_project	305	24751	f
576	suggest_suggest	305	304	f
579	nhdb_organization	307	2492	t
582	nhdb_organization	310	2410	t
586	nhdb_organization	314	386	t
590	nhdb_organization	318	1971	t
594	nhdb_organization	322	567	t
598	nhdb_organization	326	1229	t
602	nhdb_organization	330	660	t
606	nhdb_organization	334	532	t
610	nhdb_organization	338	1973	t
614	nhdb_organization	342	1089	t
618	nhdb_organizationplace	346	430	t
622	nhdb_organization	348	1068	t
630	nhdb_projectperson	356	\N	t
634	nhdb_project	359	24602	f
635	suggest_suggest	359	358	f
639	donormapping_fundingofferdocument	361	11	t
651	nhdb_projectorganization	367	1558	t
643	nhdb_projectperson	365	1026	t
655	nhdb_project	369	24752	f
659	nhdb_organization	373	2075	t
663	nhdb_organization	377	523	t
667	nhdb_organization	381	287	t
626	donormapping_fundingoffer	352	7	t
678	nhdb_project	383	23888	t
682	nhdb_person	386	5993	t
687	nhdb_project	388	23888	t
691	nhdb_organization	390	287	f
695	nhdb_organization	392	89	t
703	nhdb_person	395	5995	f
699	nhdb_projectperson	395	1028	t
707	nhdb_organization	398	89	f
711	nhdb_organization	402	527	t
715	nhdb_organization	406	1290	t
719	nhdb_organization	410	1132	t
723	nhdb_project	414	24240	t
727	nhdb_projectperson	418	\N	t
734	nhdb_person	416	5996	f
738	nhdb_organization	422	59	t
742	nhdb_organization	426	2432	t
746	nhdb_organization	430	730	t
750	nhdb_organization	434	20	t
754	nhdb_project	437	24697	t
758	nhdb_projectperson	441	\N	t
762	nhdb_project	444	24696	t
766	nhdb_project	447	24696	f
767	suggest_suggest	447	446	f
771	nhdb_organization	451	1101	t
775	nhdb_person	454	5998	t
779	nhdb_organization	458	754	t
783	nhdb_organization	461	566	f
787	nhdb_organization	463	208	f
791	nhdb_organizationplace	468	514	t
795	nhdb_organization	471	290	t
799	nhdb_organization	475	229	t
803	nhdb_project	479	24397	t
807	nhdb_organization	483	1984	t
811	nhdb_organization	487	2117	t
815	nhdb_organization	491	2309	t
819	nhdb_organization	495	2495	t
823	nhdb_project	498	24753	t
827	nhdb_project	501	24753	f
828	suggest_suggest	501	500	f
833	nhdb_organization	504	\N	t
837	nhdb_propertytag	507	14	f
838	nhdb_propertytag	507	15	f
839	nhdb_propertytag	507	18	f
840	nhdb_propertytag	507	19	f
841	nhdb_propertytag	507	23	f
842	nhdb_propertytag	507	36	f
843	nhdb_propertytag	507	38	f
844	nhdb_propertytag	507	39	f
845	nhdb_propertytag	507	40	f
846	nhdb_propertytag	507	41	f
847	nhdb_propertytag	507	2	f
848	nhdb_propertytag	507	3	f
849	nhdb_propertytag	507	8	f
853	nhdb_project	509	23888	f
854	geo_adminarea	509	3	f
859	nhdb_project	511	23888	f
860	geo_adminarea	511	606	f
864	nhdb_person	514	6005	t
869	nhdb_projectorganization	516	1563	t
884	nhdb_organization	519	625	t
888	nhdb_organization	521	620	f
892	nhdb_projectorganization	525	1565	t
896	nhdb_organization	528	2499	t
900	nhdb_organization	532	446	t
908	nhdb_project	539	24749	f
909	geo_adminarea	539	701	f
904	nhdb_projectplace	536	3443	t
913	nhdb_projectplace	543	\N	t
920	nhdb_project	546	24755	t
924	nhdb_propertytag	546	15	f
925	nhdb_propertytag	546	19	f
926	nhdb_propertytag	546	31	f
927	nhdb_propertytag	546	37	f
928	nhdb_propertytag	546	2	f
929	nhdb_propertytag	546	3	f
930	nhdb_propertytag	546	7	f
935	nhdb_projectplace	551	3447	t
955	nhdb_projectorganization	562	\N	t
548	nhdb_projectplace	301	3434	t
568	nhdb_propertytag	303	20	f
569	nhdb_propertytag	303	22	f
570	nhdb_propertytag	303	37	f
571	nhdb_propertytag	303	7	f
572	nhdb_propertytag	303	8	f
577	nhdb_person	305	5990	f
580	nhdb_organization	308	2410	t
583	nhdb_organization	311	1216	t
587	nhdb_organization	315	1970	t
591	nhdb_organization	319	1224	t
595	nhdb_organization	323	573	t
599	nhdb_organization	327	585	t
603	nhdb_organization	331	1968	t
607	nhdb_organization	335	2494	t
611	nhdb_organization	339	1348	t
615	nhdb_organization	343	2003	t
619	nhdb_organization	346	764	f
623	nhdb_organization	349	1658	t
631	nhdb_project	357	24602	t
636	nhdb_person	360	2158	t
640	nhdb_organization	362	379	t
644	nhdb_project	366	24752	t
652	nhdb_person	365	5992	f
656	nhdb_organization	370	95	t
660	nhdb_organization	374	156	t
664	nhdb_organization	378	2087	t
668	nhdb_organization	382	287	t
627	donormapping_fundingoffer	353	6	t
679	nhdb_project	356	24602	f
683	nhdb_projectperson	387	\N	t
688	nhdb_person	387	5993	f
692	nhdb_organization	389	287	f
696	nhdb_projectimage	393	10	t
700	nhdb_project	395	24418	f
701	suggest_suggest	395	394	f
704	nhdb_person	397	4798	t
708	nhdb_organization	399	1947	t
712	nhdb_organization	403	1086	t
716	nhdb_organization	407	2324	t
720	nhdb_organization	411	2079	t
728	nhdb_project	418	24418	f
729	suggest_suggest	418	417	f
730	nhdb_project	416	24418	f
731	suggest_suggest	416	415	f
724	nhdb_person	415	5996	t
735	nhdb_organization	419	1241	t
739	nhdb_organization	423	2318	t
743	nhdb_organization	427	1976	t
747	nhdb_organization	431	2483	t
751	nhdb_organization	435	2133	t
755	nhdb_project	438	23982	t
759	nhdb_person	442	3827	t
763	nhdb_project	445	24696	t
768	nhdb_organization	448	1155	t
772	nhdb_organizationplace	452	991	t
776	nhdb_organization	455	862	t
780	nhdb_organization	459	712	t
784	nhdb_organization	462	556	t
788	nhdb_organization	465	455	t
792	nhdb_organization	468	1169	f
796	nhdb_organization	472	254	t
800	nhdb_organization	476	221	t
804	nhdb_organization	480	1204	t
808	nhdb_organization	484	1972	t
812	nhdb_organization	488	2119	t
816	nhdb_organization	492	145	t
820	nhdb_organizationplace	496	1111	t
824	nhdb_projectorganization	499	1560	t
829	nhdb_organization	502	\N	t
834	nhdb_projectorganization	505	1561	t
850	nhdb_projectplace	508	\N	t
855	nhdb_projectplace	510	3438	t
861	nhdb_project	512	24752	t
865	nhdb_projectperson	515	\N	t
870	nhdb_project	517	24754	t
885	nhdb_projectorganization	520	1564	t
889	nhdb_organization	523	2048	t
893	nhdb_projectplace	526	\N	t
897	nhdb_organizationplace	529	1112	t
901	nhdb_projectplace	533	3439	t
905	nhdb_projectplace	537	3442	t
914	nhdb_project	543	24749	f
915	geo_adminarea	543	110104	f
910	nhdb_projectplace	540	3446	t
921	nhdb_projectorganization	547	1567	t
931	nhdb_project	550	24755	t
936	nhdb_project	552	24756	t
939	nhdb_projectorganization	555	1568	t
949	nhdb_projectplace	557	3448	t
952	nhdb_projectplace	559	3449	t
956	nhdb_projectorganization	563	1570	t
960	nhdb_propertytag	561	21	f
961	nhdb_propertytag	561	31	f
962	nhdb_propertytag	561	37	f
963	nhdb_propertytag	561	2	f
964	nhdb_propertytag	561	3	f
965	nhdb_propertytag	561	7	f
971	nhdb_project	569	24758	f
972	suggest_suggest	569	568	f
968	nhdb_projectorganization	567	1572	t
981	nhdb_organization	569	2501	f
983	nhdb_projectplace	571	3452	t
987	nhdb_projectorganization	575	1574	t
985	nhdb_project	573	24759	t
998	nhdb_projectplace	578	3453	t
996	nhdb_organizationplace	576	579	t
1000	nhdb_organizationplace	579	512	t
1002	nhdb_organizationplace	580	909	t
1004	nhdb_organizationplace	581	909	t
1005	nhdb_organization	581	921	f
1006	nhdb_organization	582	921	t
1007	nhdb_project	583	24760	t
1010	nhdb_projectorganization	586	1576	t
1009	nhdb_projectorganization	585	1577	t
1008	nhdb_project	584	24760	t
1011	nhdb_propertytag	584	24	f
549	nhdb_project	302	24751	t
542	nhdb_organization	295	2492	f
573	nhdb_person	304	5990	t
536	nhdb_projectorganization	295	1557	t
584	nhdb_organization	312	1138	t
588	nhdb_organization	316	2493	t
545	nhdb_organization	298	2492	t
592	nhdb_organization	320	1097	t
543	nhdb_organizationplace	296	1108	t
544	nhdb_organizationplace	297	1109	t
596	nhdb_organization	324	2494	t
600	nhdb_organization	328	601	t
604	nhdb_organization	332	1183	t
608	nhdb_organization	336	718	t
612	nhdb_organization	340	2010	t
616	nhdb_organization	344	1102	t
620	nhdb_organizationplace	347	430	t
624	nhdb_organization	350	1971	t
628	nhdb_organization	354	740	t
632	nhdb_person	358	5991	t
637	nhdb_person	359	5991	f
641	nhdb_project	363	24752	t
645	nhdb_project	365	24752	f
646	suggest_suggest	365	364	f
653	nhdb_projectorganization	368	1559	t
657	nhdb_organization	371	1887	t
661	nhdb_organization	375	2282	t
665	nhdb_organization	379	2284	t
669	nhdb_propertytag	353	14	f
670	nhdb_propertytag	353	38	f
671	nhdb_propertytag	353	61	f
672	nhdb_propertytag	353	3	f
673	nhdb_organization	353	1115	f
684	nhdb_project	387	23888	f
685	suggest_suggest	387	386	f
680	nhdb_project	384	23888	t
689	nhdb_organizationplace	389	201	t
693	nhdb_organizationplace	391	1107	t
697	nhdb_project	393	24418	f
705	nhdb_organization	397	89	f
709	nhdb_organization	400	1947	t
713	nhdb_organization	404	531	t
717	nhdb_organization	408	2323	t
721	nhdb_organization	412	880	t
725	nhdb_projectperson	416	\N	t
732	nhdb_person	418	5997	f
736	nhdb_organization	420	2065	t
740	nhdb_organization	424	1960	t
744	nhdb_organization	428	1975	t
748	nhdb_organization	432	1976	t
752	nhdb_organizationplace	436	509	t
756	nhdb_project	439	23982	t
760	nhdb_organization	442	1938	f
764	nhdb_organization	446	\N	t
769	nhdb_organization	449	1148	t
773	nhdb_organization	452	2166	f
777	nhdb_organization	456	793	t
781	nhdb_organization	460	566	t
785	nhdb_organizationplace	463	178	t
789	nhdb_organization	466	373	t
793	nhdb_organization	469	347	t
797	nhdb_organization	473	254	t
801	nhdb_organization	477	196	t
805	nhdb_organization	481	1215	t
809	nhdb_organization	485	1884	t
813	nhdb_organization	489	2132	t
817	nhdb_organization	493	294	t
821	nhdb_organizationplace	497	1111	t
825	nhdb_organization	500	\N	t
830	nhdb_projectorganization	503	\N	t
835	nhdb_projectorganization	506	1562	t
851	nhdb_project	508	24753	f
856	nhdb_project	510	23888	f
857	geo_adminarea	510	401	f
862	nhdb_projecttype	512	1	f
866	nhdb_project	515	24754	f
867	suggest_suggest	515	514	f
871	nhdb_propertytag	517	15	f
872	nhdb_propertytag	517	18	f
873	nhdb_propertytag	517	23	f
874	nhdb_propertytag	517	30	f
875	nhdb_propertytag	517	33	f
876	nhdb_propertytag	517	37	f
877	nhdb_propertytag	517	39	f
878	nhdb_propertytag	517	40	f
879	nhdb_propertytag	517	2	f
880	nhdb_propertytag	517	3	f
881	nhdb_propertytag	517	6	f
882	nhdb_propertytag	517	8	f
886	nhdb_organizationplace	521	301	t
890	nhdb_organizationplace	524	897	t
537	nhdb_project	295	24751	f
538	suggest_suggest	295	294	f
894	nhdb_project	526	24749	f
898	nhdb_organization	530	2094	t
902	nhdb_organization	534	2500	t
535	nhdb_organization	294	2492	t
906	nhdb_projectplace	538	3441	t
911	nhdb_projectplace	541	3445	t
916	nhdb_projectplace	544	3445	t
922	nhdb_projectorganization	548	\N	t
932	nhdb_projecttype	550	1	f
937	nhdb_project	553	24756	t
940	nhdb_propertytag	553	15	f
941	nhdb_propertytag	553	18	f
942	nhdb_propertytag	553	23	f
943	nhdb_propertytag	553	30	f
944	nhdb_propertytag	553	33	f
945	nhdb_propertytag	553	37	f
946	nhdb_propertytag	553	2	f
947	nhdb_propertytag	553	3	f
950	nhdb_organization	556	2072	f
953	nhdb_project	560	24757	t
957	nhdb_projectplace	564	3451	t
966	nhdb_project	565	24758	t
969	nhdb_organization	568	2501	t
973	nhdb_propertytag	566	17	f
974	nhdb_propertytag	566	22	f
975	nhdb_propertytag	566	37	f
1012	nhdb_propertytag	584	36	f
1013	nhdb_propertytag	584	11	f
1016	nhdb_projectplace	589	\N	t
1017	nhdb_projectplace	590	\N	t
1019	nhdb_projectplace	592	3455	t
1018	nhdb_projectplace	591	3456	t
1015	nhdb_projectplace	588	3457	t
1014	nhdb_projectorganization	587	1578	t
1020	nhdb_projectplace	593	\N	t
1021	nhdb_projectplace	594	3458	t
1022	nhdb_project	590	24760	f
1023	nhdb_project	589	24760	f
1024	nhdb_project	593	24760	f
1025	geo_adminarea	593	601	f
1026	nhdb_projectplace	595	3459	t
1032	nhdb_project	601	24698	t
1031	nhdb_projectplace	600	3418	t
1033	nhdb_project	600	24698	f
1034	geo_adminarea	600	7	f
1030	nhdb_projectplace	599	1752	t
1035	nhdb_project	599	24698	f
1036	geo_adminarea	599	5	f
1029	nhdb_projectplace	598	1751	t
1037	nhdb_project	598	24698	f
1038	geo_adminarea	598	101	f
1028	nhdb_project	597	24698	t
1027	nhdb_projectorganization	596	1579	t
1040	nhdb_projectorganization	603	1580	t
1039	nhdb_project	602	24698	t
1041	nhdb_organizationplace	604	509	t
1042	nhdb_organization	604	1140	f
1046	nhdb_projectplace	608	3460	t
1045	nhdb_projectplace	607	3461	t
1044	nhdb_projectplace	606	3462	t
1043	nhdb_projectplace	605	3463	t
1047	nhdb_projectplace	609	3439	t
1048	nhdb_project	609	24754	f
1049	geo_adminarea	609	5	f
1051	nhdb_projectplace	611	3464	t
1050	nhdb_project	610	24752	t
1052	nhdb_projecttype	610	1	f
1053	nhdb_projectplace	612	3464	t
1054	nhdb_project	612	24752	f
1055	geo_adminarea	612	120107	f
1058	nhdb_projectplace	615	2061	t
1059	nhdb_projectplace	616	2062	t
1060	nhdb_projectplace	617	2063	t
1061	nhdb_projectplace	618	2064	t
1062	nhdb_projectplace	619	2065	t
1063	nhdb_project	619	24074	f
1064	geo_adminarea	619	803	f
1057	nhdb_projectorganization	614	1581	t
1056	nhdb_project	613	24074	t
1065	nhdb_projecttype	613	1	f
1066	nhdb_projectorganization	620	1582	t
1067	nhdb_organization	621	2504	t
1069	nhdb_organizationplace	623	1113	t
1068	nhdb_organization	622	2504	t
1070	nhdb_project	624	24761	t
1072	nhdb_projectperson	626	\N	t
1073	nhdb_project	626	24761	f
1074	suggest_suggest	626	625	f
1075	nhdb_project	627	24761	t
1076	nhdb_propertytag	627	17	f
1077	nhdb_propertytag	627	28	f
1078	nhdb_propertytag	627	32	f
1079	nhdb_propertytag	627	6	f
1080	nhdb_propertytag	627	12	f
1071	nhdb_person	625	6010	t
1081	nhdb_person	626	6010	f
1085	nhdb_projectorganization	631	1583	t
1084	nhdb_projectorganization	630	1584	t
1083	nhdb_projectorganization	629	1585	t
1082	nhdb_project	628	24761	t
1086	nhdb_propertytag	628	17	f
1087	nhdb_propertytag	628	28	f
1088	nhdb_propertytag	628	32	f
1089	nhdb_propertytag	628	62	f
1090	nhdb_propertytag	628	6	f
1091	nhdb_propertytag	628	12	f
1092	nhdb_projectplace	632	\N	t
1097	nhdb_projectplace	637	\N	t
1098	nhdb_projectplace	638	\N	t
1099	nhdb_projectplace	639	3465	t
1100	nhdb_project	638	24761	f
1101	geo_adminarea	638	705	f
1102	nhdb_project	637	24761	f
1103	geo_adminarea	637	601	f
1096	nhdb_projectplace	636	3466	t
1095	nhdb_projectplace	635	3467	t
1094	nhdb_projectplace	634	3468	t
1093	nhdb_projectplace	633	3469	t
1104	nhdb_project	632	24761	f
1105	geo_adminarea	632	201	f
1107	nhdb_projectplace	641	3465	t
1108	nhdb_project	641	24761	f
1109	geo_adminarea	641	9	f
1106	nhdb_projectplace	640	3466	t
1110	nhdb_project	640	24761	f
1111	geo_adminarea	640	5	f
1117	nhdb_projectplace	647	3470	t
1116	nhdb_projectplace	646	3471	t
1115	nhdb_projectplace	645	3472	t
1114	nhdb_projectplace	644	3473	t
1113	nhdb_projectplace	643	3474	t
1112	nhdb_projectplace	642	3475	t
1118	nhdb_projectplace	648	\N	t
1119	nhdb_projectplace	649	3476	t
1120	nhdb_project	650	24762	t
1121	nhdb_project	648	24761	f
1122	geo_adminarea	648	12	f
1125	nhdb_projectorganization	653	1586	t
1124	nhdb_projectorganization	652	1587	t
1123	nhdb_project	651	24762	t
1126	nhdb_propertytag	651	24	f
1127	nhdb_propertytag	651	37	f
1128	nhdb_propertytag	651	38	f
1129	nhdb_propertytag	651	44	f
1130	nhdb_propertytag	651	45	f
1131	nhdb_propertytag	651	2	f
1132	nhdb_propertytag	651	6	f
1138	nhdb_projectplace	659	3479	t
1137	nhdb_projectplace	658	3480	t
1136	nhdb_projectplace	657	3481	t
1135	nhdb_projectplace	656	3482	t
1133	nhdb_projectplace	654	3483	t
1134	nhdb_projectplace	655	3484	t
1145	nhdb_projectplace	666	3485	t
1144	nhdb_projectplace	665	3486	t
1143	nhdb_projectplace	664	3487	t
1142	nhdb_projectplace	663	3488	t
1141	nhdb_projectplace	662	3489	t
1140	nhdb_projectplace	661	3490	t
1139	nhdb_projectplace	660	3491	t
1149	nhdb_projectorganization	670	1588	t
1148	nhdb_project	669	23384	t
1150	nhdb_propertytag	669	18	f
1151	nhdb_propertytag	669	23	f
1152	nhdb_propertytag	669	37	f
1153	nhdb_propertytag	669	2	f
1154	nhdb_propertytag	669	3	f
1155	nhdb_propertytag	669	8	f
1147	nhdb_project	668	23384	t
1156	nhdb_projecttype	668	1	f
1146	nhdb_organizationplace	667	690	t
1157	nhdb_organization	667	1906	f
1160	nhdb_projectorganization	673	1589	t
1159	nhdb_projectplace	672	405	t
1161	nhdb_project	672	23384	f
1162	geo_adminarea	672	70307	f
1158	nhdb_project	671	23384	t
1163	nhdb_projecttype	671	1	f
1164	nhdb_projectplace	674	405	t
1165	nhdb_project	674	23384	f
1166	geo_adminarea	674	7	f
1169	nhdb_projectplace	677	3059	t
1170	nhdb_projectplace	678	3060	t
1171	nhdb_projectplace	679	3061	t
1188	nhdb_organization	691	39	t
1172	nhdb_project	676	24730	f
1173	geo_adminarea	676	6	f
1168	nhdb_projectplace	676	3058	t
1167	nhdb_projectorganization	675	1590	t
1174	nhdb_projectorganization	680	1591	t
1175	nhdb_projectplace	681	3492	t
1176	nhdb_organization	682	2509	t
1178	nhdb_organizationplace	684	1114	t
1177	nhdb_organizationplace	683	1115	t
1179	nhdb_organization	685	2510	t
1180	nhdb_organizationplace	686	423	t
1181	nhdb_organization	686	982	f
1182	nhdb_organization	687	982	t
1184	nhdb_organizationplace	689	769	t
1185	nhdb_organization	689	1384	f
1183	nhdb_organization	688	1384	t
1186	nhdb_organizationplace	690	769	t
1187	nhdb_organization	690	1384	f
1189	nhdb_organizationplace	692	518	t
1190	nhdb_organization	692	39	f
1206	nhdb_project	707	23906	f
1207	suggest_suggest	707	706	f
1192	nhdb_project	694	23906	t
1193	nhdb_projectplace	695	3493	t
1195	nhdb_projectplace	697	3494	t
1196	nhdb_projectplace	698	3495	t
1197	nhdb_projectplace	699	3496	t
1198	nhdb_projectplace	700	3497	t
1199	nhdb_projectplace	701	3498	t
1200	nhdb_projectplace	702	3499	t
1201	nhdb_projectplace	703	3500	t
1202	nhdb_person	704	5704	t
1208	nhdb_organization	704	538	f
1203	nhdb_project	705	23906	t
1209	nhdb_propertytag	705	14	f
1210	nhdb_propertytag	705	18	f
1211	nhdb_propertytag	705	24	f
1212	nhdb_propertytag	705	27	f
1213	nhdb_propertytag	705	36	f
1214	nhdb_propertytag	705	38	f
1215	nhdb_propertytag	705	39	f
1216	nhdb_propertytag	705	41	f
1217	nhdb_propertytag	705	2	f
1218	nhdb_propertytag	705	3	f
1219	nhdb_propertytag	705	4	f
1220	nhdb_propertytag	705	12	f
1221	nhdb_propertytag	705	13	f
1204	nhdb_organization	706	2511	t
1222	nhdb_organization	707	2511	f
1205	nhdb_projectorganization	707	1592	t
1194	nhdb_projectplace	696	3501	t
1223	nhdb_organization	708	2511	t
1224	nhdb_projectplace	711	3501	t
1225	nhdb_projectorganization	713	1471	t
1226	nhdb_projectperson	714	523	t
1227	nhdb_projectorganization	715	1472	t
1229	nhdb_projectorganization	717	1472	t
1230	nhdb_projectorganization	718	1472	t
1232	nhdb_organization	720	2229	t
1231	nhdb_organization	719	2097	t
1228	nhdb_organization	716	2511	t
1191	nhdb_organization	693	2216	t
1233	library_publication	721	375	t
1235	library_author	723	\N	t
1236	library_publication	724	375	t
1237	library_publication	725	375	t
1238	suggest_suggest	725	723	f
1239	suggest_suggest	724	723	f
1234	library_publication	722	375	t
1240	library_publication	726	375	t
1241	library_publication	727	375	t
1242	library_publication	728	376	t
1243	nhdb_project	729	24763	t
1244	library_publication	730	377	t
1245	library_publication	731	377	t
1246	library_publication	732	377	t
1247	library_version	733	560	t
1248	library_publication	734	378	t
1249	library_publication	735	378	t
1250	library_publication	736	378	t
1251	library_publication	737	378	t
1252	library_publication	738	379	t
1253	library_publication	739	379	t
1254	nhdb_organization	740	2383	t
1255	library_publication	741	372	t
1256	library_publication	742	374	t
1257	library_publication	743	376	t
1258	library_publication	744	380	t
1259	nhdb_organizationplace	745	287	t
1260	nhdb_organization	745	589	f
1261	library_publication	746	381	t
1263	library_publication	748	381	t
1264	nhdb_organization	749	590	t
1262	nhdb_organizationplace	747	288	t
1265	nhdb_organization	747	590	f
1266	nhdb_organizationplace	750	308	t
1267	library_publication	751	382	t
1268	library_publication	752	382	t
1269	library_publication	753	283	t
1270	library_publication	754	383	t
1271	library_publication	755	383	t
1274	nhdb_organization	753	74	f
1275	nhdb_organization	753	89	f
1276	nhdb_organization	753	2385	f
1277	nhdb_organization	753	906	f
1278	nhdb_organization	750	648	f
1272	library_version	756	1358	t
1273	library_version	757	1359	t
1279	library_publication	758	384	t
1281	library_author	760	\N	t
1282	library_publication	761	384	t
1283	suggest_suggest	761	760	f
1280	library_publication	759	384	t
1284	nhdb_organization	759	89	f
1285	library_publication	762	384	t
1286	library_author	762	78	f
1287	library_publication	763	380	t
1288	library_publication	764	384	t
1290	nhdb_projectperson	766	\N	t
1291	nhdb_project	766	23712	f
1292	suggest_suggest	766	765	f
1289	nhdb_person	765	6017	t
1293	nhdb_person	766	6017	f
1294	nhdb_organization	765	89	f
1295	library_publication	767	385	t
1297	library_publication	769	385	t
1298	suggest_suggest	769	768	f
1296	nhdb_organization	768	2514	t
1299	nhdb_organization	769	2514	f
1301	library_publication	771	385	t
1302	suggest_suggest	771	770	f
1300	nhdb_organization	770	2515	t
1303	nhdb_organization	771	2515	f
1304	library_publication	772	385	t
1305	nhdb_organization	772	2514	f
1307	library_publication	774	385	t
1308	suggest_suggest	774	773	f
1306	library_author	773	126	t
1310	library_author	774	126	f
1309	library_publication	775	385	t
1311	library_author	775	126	f
1312	library_publication	776	385	t
1314	library_publication	778	236	t
1315	suggest_suggest	778	777	f
1313	nhdb_organization	777	2516	t
1317	nhdb_organization	778	2516	f
1316	library_publication	779	236	t
1318	nhdb_organization	779	2516	f
1319	library_publication	780	236	t
1320	library_publication	781	386	t
1322	library_publication	783	386	t
1323	suggest_suggest	783	782	f
1321	nhdb_organization	782	2517	t
1324	nhdb_organization	783	2517	f
1325	library_publication	784	386	t
1326	nhdb_organization	784	2517	f
1328	library_publication	786	386	t
1329	suggest_suggest	786	785	f
1327	library_author	785	127	t
1330	library_author	786	127	f
1331	library_publication	787	386	t
1332	library_author	787	127	f
1334	library_version	789	1360	t
1333	library_version	788	1361	t
1337	library_version	792	\N	t
1336	library_version	791	1362	t
