1	41	6
2	41	8
3	41	604
4	41	40402
5	41	404
6	41	90202
7	41	40603
8	41	406
9	41	2
10	74	6
11	74	301
12	74	802
13	74	40603
14	74	406
15	74	5
16	74	12
17	79	6
18	79	301
19	79	12
20	79	5
21	79	40603
22	79	406
23	89	40603
24	89	406
25	89	902
26	101	6
27	102	6
28	103	6
29	104	6
30	105	6
31	106	6
32	107	6
33	147	604
34	155	604
35	156	604
36	157	604
37	160	902
38	164	40603
39	164	406
40	164	5
41	164	110405
42	164	1101
43	165	6
44	165	401
45	202	110405
46	202	902
47	208	301
48	208	1304
49	214	301
50	214	1304
51	214	902
\.


