1087	25018	6187	t	2017-05-04
1094	25045	6217	t	2017-07-06
3	24141	4989	t	2016-03-23
1101	25061	6226	f	2017-07-12
8	23320	4416	t	2016-03-23
9	23321	4418	t	2016-03-23
11	24030	3939	t	2016-03-23
13	24189	5061	t	2016-03-23
1066	24804	4066	f	2016-09-14
17	24115	4903	t	2016-03-23
18	24029	4801	t	2016-03-23
20	24125	4449	t	2016-03-23
1073	24812	3803	f	2016-09-14
22	769	3764	t	2016-03-23
23	23220	1607	t	2016-03-23
1080	23712	6097	f	2016-09-22
27	24738	5850	t	2016-03-23
28	833	932	t	2016-03-23
35	24653	5692	t	2016-03-23
36	24130	3061	t	2016-03-23
37	962	1503	t	2016-03-23
38	964	1524	t	2016-03-23
39	24128	2763	t	2016-03-23
43	24140	3143	t	2016-03-23
44	24132	4911	t	2016-03-23
45	23516	3863	t	2016-03-23
48	24188	5060	t	2016-03-23
49	1141	470	t	2016-03-23
50	24191	1884	t	2016-03-23
51	24164	2508	t	2016-03-23
53	24167	5019	t	2016-03-23
54	1277	808	t	2016-03-23
57	24181	4259	t	2016-03-23
58	24173	3867	t	2016-03-23
63	24149	5000	t	2016-03-23
64	24139	3803	t	2016-03-23
68	24171	1650	t	2016-03-23
69	24079	1847	t	2016-03-23
71	24661	5701	t	2016-03-23
72	23984	4320	t	2016-03-23
79	24184	5055	t	2016-03-23
80	24165	4938	t	2016-03-23
87	23841	3183	t	2016-03-23
89	3370	1657	t	2016-03-23
93	3798	1499	t	2016-03-23
96	4066	2500	t	2016-03-23
100	24163	4937	t	2016-03-23
101	24655	5694	t	2016-03-23
102	4401	3062	t	2016-03-23
103	4402	3063	t	2016-03-23
104	4424	3010	t	2016-03-23
106	22662	3795	t	2016-03-23
107	22675	3811	t	2016-03-23
111	23303	3929	t	2016-03-23
112	23306	2495	t	2016-03-23
114	23309	4500	t	2016-03-23
116	23311	3172	t	2016-03-23
117	23312	4486	t	2016-03-23
119	24084	4173	t	2016-03-23
120	23318	4464	t	2016-03-23
122	24039	5642	t	2016-03-23
123	24038	3706	t	2016-03-23
124	23330	4701	t	2016-03-23
125	23331	4484	t	2016-03-23
127	23333	3169	t	2016-03-23
128	23334	4664	t	2016-03-23
131	23341	4312	t	2016-03-23
132	23342	2541	t	2016-03-23
135	23344	4182	t	2016-03-23
136	23345	4185	t	2016-03-23
137	23347	4279	t	2016-03-23
139	23349	4291	t	2016-03-23
140	23350	4189	t	2016-03-23
141	23351	4188	t	2016-03-23
142	23352	2176	t	2016-03-23
146	23357	4005	t	2016-03-23
147	23358	4295	t	2016-03-23
148	23359	4294	t	2016-03-23
150	23363	4250	t	2016-03-23
152	24075	1739	t	2016-03-23
153	23368	4313	t	2016-03-23
155	23372	3876	t	2016-03-23
156	23373	3042	t	2016-03-23
157	23374	4548	t	2016-03-23
158	23375	4511	t	2016-03-23
159	23376	4512	t	2016-03-23
160	23377	4469	t	2016-03-23
161	23381	3012	t	2016-03-23
1088	25019	6187	t	2017-05-04
1095	25048	2702	f	2017-07-07
165	23389	3718	t	2016-03-23
166	23390	3721	t	2016-03-23
167	23391	2795	t	2016-03-23
169	23393	4419	t	2016-03-23
171	23396	3807	t	2016-03-23
1067	24805	6046	f	2016-09-14
176	23402	4434	t	2016-03-23
177	23403	2710	t	2016-03-23
178	23404	2856	t	2016-03-23
179	23411	3933	t	2016-03-23
180	23420	4425	t	2016-03-23
181	23421	4415	t	2016-03-23
182	23422	4426	t	2016-03-23
183	23423	4424	t	2016-03-23
184	23425	3726	t	2016-03-23
186	24070	4044	t	2016-03-23
187	24241	2778	t	2016-03-23
189	23432	4478	t	2016-03-23
190	23434	2904	t	2016-03-23
1074	24815	3929	f	2016-09-14
1081	23908	5945	f	2016-09-22
193	23437	4524	t	2016-03-23
195	23440	4433	t	2016-03-23
196	23441	2089	t	2016-03-23
197	24136	4423	t	2016-03-23
198	23444	2702	t	2016-03-23
200	23448	4528	t	2016-03-23
204	23453	4437	t	2016-03-23
205	23454	2770	t	2016-03-23
206	23455	3782	t	2016-03-23
208	23457	4531	t	2016-03-23
211	23460	1828	t	2016-03-23
212	23461	4533	t	2016-03-23
214	24702	1560	t	2016-03-23
215	24703	5815	t	2016-03-23
218	23468	4537	t	2016-03-23
219	23469	4538	t	2016-03-23
220	23470	4475	t	2016-03-23
221	23472	821	t	2016-03-23
222	23473	4541	t	2016-03-23
224	23476	4527	t	2016-03-23
227	23483	2988	t	2016-03-23
228	23484	1082	t	2016-03-23
231	23488	4545	t	2016-03-23
232	23491	4066	t	2016-03-23
233	23494	4410	t	2016-03-23
234	23496	2673	t	2016-03-23
236	23499	2577	t	2016-03-23
237	23500	4042	t	2016-03-23
238	23501	2789	t	2016-03-23
239	23502	4546	t	2016-03-23
240	23503	4477	t	2016-03-23
242	23507	2559	t	2016-03-23
244	23511	4311	t	2016-03-23
245	23513	4309	t	2016-03-23
246	23514	3754	t	2016-03-23
247	24600	5118	t	2016-03-23
248	24601	3136	t	2016-03-23
250	23521	4550	t	2016-03-23
253	23526	4496	t	2016-03-23
256	23530	4554	t	2016-03-23
259	23535	1974	t	2016-03-23
260	23536	2679	t	2016-03-23
261	23537	4015	t	2016-03-23
262	23539	3831	t	2016-03-23
263	23540	2493	t	2016-03-23
266	23544	2284	t	2016-03-23
267	24717	5832	t	2016-03-23
268	24409	5250	t	2016-03-23
269	23546	4561	t	2016-03-23
270	23548	2320	t	2016-03-23
274	23556	4393	t	2016-03-23
276	23559	4389	t	2016-03-23
278	23561	4386	t	2016-03-23
281	23565	4392	t	2016-03-23
283	23567	4390	t	2016-03-23
284	24127	1576	t	2016-03-23
286	23570	2504	t	2016-03-23
288	23573	1581	t	2016-03-23
291	23581	4700	t	2016-03-23
292	23947	4177	t	2016-03-23
293	23592	4231	t	2016-03-23
297	23602	4141	t	2016-03-23
298	23603	1996	t	2016-03-23
299	23604	3905	t	2016-03-23
301	23606	4108	t	2016-03-23
302	23607	3998	t	2016-03-23
303	23608	3995	t	2016-03-23
308	24112	4865	t	2016-03-23
311	23618	4428	t	2016-03-23
313	23620	4910	t	2016-03-23
314	23621	3880	t	2016-03-23
315	23622	3881	t	2016-03-23
316	23623	3882	t	2016-03-23
317	23624	2619	t	2016-03-23
318	23626	3909	t	2016-03-23
319	23627	1558	t	2016-03-23
320	23630	5048	t	2016-03-23
321	23632	3757	t	2016-03-23
322	23633	4040	t	2016-03-23
323	23634	3761	t	2016-03-23
324	23636	3729	t	2016-03-23
325	23637	4711	t	2016-03-23
326	23638	5350	t	2016-03-23
328	23641	4082	t	2016-03-23
1089	25020	2881	t	2017-05-04
1096	25049	6219	t	2017-07-07
332	23644	4109	t	2016-03-23
334	23648	3899	t	2016-03-23
336	23650	2707	t	2016-03-23
337	23651	2698	t	2016-03-23
1068	24806	4251	f	2016-09-14
339	23655	4714	t	2016-03-23
1075	24814	3929	f	2016-09-14
341	23658	4092	t	2016-03-23
1082	23909	6098	f	2016-09-22
344	23664	4148	t	2016-03-23
346	23666	3962	t	2016-03-23
348	23669	4078	t	2016-03-23
351	23672	4135	t	2016-03-23
353	23674	4121	t	2016-03-23
362	24176	5051	t	2016-03-23
363	23685	4095	t	2016-03-23
378	23703	3912	t	2016-03-23
379	23704	3896	t	2016-03-23
380	23706	3921	t	2016-03-23
381	24154	4466	t	2016-03-23
382	23709	3913	t	2016-03-23
383	23710	3910	t	2016-03-23
386	24073	2451	t	2016-03-23
389	23719	3883	t	2016-03-23
392	23722	3700	t	2016-03-23
393	23723	4217	t	2016-03-23
394	23724	1413	t	2016-03-23
397	23728	5593	t	2016-03-23
401	23735	2130	t	2016-03-23
402	23736	2142	t	2016-03-23
403	23737	1778	t	2016-03-23
404	23738	2413	t	2016-03-23
405	23739	2626	t	2016-03-23
406	23740	2492	t	2016-03-23
407	23741	2152	t	2016-03-23
408	23743	3180	t	2016-03-23
409	23744	4170	t	2016-03-23
410	23745	2058	t	2016-03-23
413	23750	3897	t	2016-03-23
417	23755	3973	t	2016-03-23
419	23758	4665	t	2016-03-23
420	23759	4276	t	2016-03-23
421	23760	4275	t	2016-03-23
427	23768	2719	t	2016-03-23
431	23775	3827	t	2016-03-23
432	23776	1773	t	2016-03-23
433	23777	5849	t	2016-03-23
435	23781	3843	t	2016-03-23
436	23782	3850	t	2016-03-23
437	24137	3035	t	2016-03-23
438	23784	3792	t	2016-03-23
444	23793	3786	t	2016-03-23
445	23794	3789	t	2016-03-23
446	23795	3790	t	2016-03-23
447	23797	3809	t	2016-03-23
448	23798	3810	t	2016-03-23
454	23804	2632	t	2016-03-23
456	23808	3826	t	2016-03-23
457	23809	4474	t	2016-03-23
459	23811	3834	t	2016-03-23
460	23813	3848	t	2016-03-23
461	23814	3849	t	2016-03-23
462	23815	3847	t	2016-03-23
463	23816	3841	t	2016-03-23
464	23817	1848	t	2016-03-23
465	24138	4988	t	2016-03-23
468	24229	4753	t	2016-03-23
470	23823	2750	t	2016-03-23
473	23829	3199	t	2016-03-23
474	24230	2976	t	2016-03-23
476	23838	3175	t	2016-03-23
477	23839	3699	t	2016-03-23
478	23840	3182	t	2016-03-23
479	23842	3184	t	2016-03-23
480	23843	4578	t	2016-03-23
481	23846	2701	t	2016-03-23
482	24155	5011	t	2016-03-23
483	24442	4749	t	2016-03-23
484	23853	2621	t	2016-03-23
1090	25029	2557	f	2017-06-08
486	23855	4740	t	2016-03-23
1097	25050	6220	f	2017-07-07
489	24450	4341	t	2016-03-23
1104	25079	6230	f	2017-07-21
492	23865	4583	t	2016-03-23
494	23869	5910	t	2016-03-23
495	24071	5856	t	2016-03-23
496	23871	2039	t	2016-03-23
497	24168	5029	t	2016-03-23
1062	24796	5923	f	2016-08-12
504	23879	2684	t	2016-03-23
1069	24807	6053	f	2016-09-14
509	24072	4662	t	2016-03-23
510	23887	4666	t	2016-03-23
1076	24813	3929	f	2016-09-14
1083	23910	6099	f	2016-09-22
514	23891	2585	t	2016-03-23
516	23895	2587	t	2016-03-23
518	23897	1951	t	2016-03-23
519	24097	4669	t	2016-03-23
521	23903	3032	t	2016-03-23
522	23905	2511	t	2016-03-23
525	24170	2787	t	2016-03-23
527	23913	4640	t	2016-03-23
529	23962	2454	t	2016-03-23
530	23920	4680	t	2016-03-23
531	23922	4230	t	2016-03-23
532	23924	4682	t	2016-03-23
533	23926	4683	t	2016-03-23
540	23939	1512	t	2016-03-23
541	23943	4008	t	2016-03-23
542	23944	4179	t	2016-03-23
544	23952	265	t	2016-03-23
546	23955	2597	t	2016-03-23
548	24082	4439	t	2016-03-23
550	24080	2767	t	2016-03-23
551	23971	4239	t	2016-03-23
552	23973	2045	t	2016-03-23
553	23976	4526	t	2016-03-23
554	23980	2809	t	2016-03-23
555	23982	4703	t	2016-03-23
556	23986	2481	t	2016-03-23
557	23987	3979	t	2016-03-23
558	24057	4832	t	2016-03-23
561	24001	4718	t	2016-03-23
563	24048	4494	t	2016-03-23
564	24003	3985	t	2016-03-23
571	24011	4782	t	2016-03-23
572	24013	2242	t	2016-03-23
575	24016	1510	t	2016-03-23
577	24025	4722	t	2016-03-23
580	24027	4470	t	2016-03-23
581	24028	4823	t	2016-03-23
582	24043	4824	t	2016-03-23
586	24047	4868	t	2016-03-23
587	24049	1659	t	2016-03-23
588	24050	3793	t	2016-03-23
589	24052	1695	t	2016-03-23
590	24053	246	t	2016-03-23
592	24055	4192	t	2016-03-23
593	24058	4833	t	2016-03-23
594	24059	1749	t	2016-03-23
595	24061	4193	t	2016-03-23
596	24062	4190	t	2016-03-23
597	24063	5024	t	2016-03-23
600	24069	4522	t	2016-03-23
601	24359	5252	t	2016-03-23
603	24090	4859	t	2016-03-23
605	24093	4725	t	2016-03-23
607	24447	2385	t	2016-03-23
609	24106	4560	t	2016-03-23
611	24108	4731	t	2016-03-23
612	24109	4730	t	2016-03-23
613	24110	4871	t	2016-03-23
614	24196	4969	t	2016-03-23
616	24201	4982	t	2016-03-23
618	24209	5025	t	2016-03-23
619	24521	5439	t	2016-03-23
620	24214	4508	t	2016-03-23
621	24217	3775	t	2016-03-23
622	24657	5695	t	2016-03-23
623	24235	5087	t	2016-03-23
624	24236	4079	t	2016-03-23
625	24237	5089	t	2016-03-23
626	24238	5091	t	2016-03-23
627	24239	4007	t	2016-03-23
628	24240	4840	t	2016-03-23
629	24243	4948	t	2016-03-23
630	24246	4292	t	2016-03-23
631	24247	2848	t	2016-03-23
632	24253	5105	t	2016-03-23
634	24255	5107	t	2016-03-23
636	24451	2507	t	2016-03-23
640	24266	5116	t	2016-03-23
641	24267	5117	t	2016-03-23
643	24271	1876	t	2016-03-23
646	24274	5123	t	2016-03-23
1098	25051	6188	f	2017-07-07
648	24282	1783	t	2016-03-23
649	24383	5305	t	2016-03-23
651	24285	1616	t	2016-03-23
652	24286	950	t	2016-03-23
