1105	25079	6042	t	2017-07-21
1063	24801	6049	t	2016-09-14
655	24291	5141	t	2016-03-23
656	24292	5144	t	2016-03-23
658	24294	4045	t	2016-03-23
1070	24111	6052	f	2016-09-14
1077	24133	6054	f	2016-09-14
1084	23935	6100	f	2016-09-22
663	24535	5478	t	2016-03-23
664	24645	5342	t	2016-03-23
666	24708	3053	t	2016-03-23
667	24361	2736	t	2016-03-23
668	24306	5186	t	2016-03-23
672	24312	5193	t	2016-03-23
674	24315	5196	t	2016-03-23
675	24316	5198	t	2016-03-23
676	24317	5199	t	2016-03-23
677	24318	5200	t	2016-03-23
679	24322	5205	t	2016-03-23
681	24327	5210	t	2016-03-23
682	24328	5176	t	2016-03-23
683	24329	5211	t	2016-03-23
685	24332	5214	t	2016-03-23
687	24337	5223	t	2016-03-23
691	24342	5227	t	2016-03-23
692	24343	5228	t	2016-03-23
693	24344	5229	t	2016-03-23
695	24346	5233	t	2016-03-23
696	24348	4721	t	2016-03-23
698	24350	5238	t	2016-03-23
699	24351	5240	t	2016-03-23
700	24352	4323	t	2016-03-23
701	24353	5241	t	2016-03-23
702	24354	5173	t	2016-03-23
703	24355	5170	t	2016-03-23
704	24356	5175	t	2016-03-23
707	24366	1912	t	2016-03-23
708	24368	5263	t	2016-03-23
709	24381	2401	t	2016-03-23
711	24373	5268	t	2016-03-23
712	24376	3122	t	2016-03-23
713	24378	5273	t	2016-03-23
714	24650	3040	t	2016-03-23
715	24386	5308	t	2016-03-23
716	24389	5309	t	2016-03-23
717	24390	4534	t	2016-03-23
718	24391	5314	t	2016-03-23
720	24397	1931	t	2016-03-23
721	24399	5322	t	2016-03-23
722	24401	5323	t	2016-03-23
723	24402	3758	t	2016-03-23
724	24406	2165	t	2016-03-23
725	24407	5336	t	2016-03-23
726	24411	5341	t	2016-03-23
727	24697	2557	t	2016-03-23
728	24413	2471	t	2016-03-23
729	24414	5345	t	2016-03-23
731	24626	5380	t	2016-03-23
732	24419	2316	t	2016-03-23
734	24422	5358	t	2016-03-23
736	24427	4298	t	2016-03-23
737	24434	5242	t	2016-03-23
738	24662	5702	t	2016-03-23
739	24462	4443	t	2016-03-23
740	24651	5689	t	2016-03-23
741	24467	4747	t	2016-03-23
742	24468	4041	t	2016-03-23
743	24470	2954	t	2016-03-23
744	24471	2937	t	2016-03-23
747	24480	5347	t	2016-03-23
748	24483	5183	t	2016-03-23
749	24484	5180	t	2016-03-23
754	24490	2606	t	2016-03-23
755	24492	5206	t	2016-03-23
758	24496	2484	t	2016-03-23
759	24515	5422	t	2016-03-23
760	24498	5192	t	2016-03-23
761	24503	5386	t	2016-03-23
767	24509	5402	t	2016-03-23
768	24510	5403	t	2016-03-23
770	24523	5330	t	2016-03-23
772	24537	1541	t	2016-03-23
773	24539	1649	t	2016-03-23
774	24541	2175	t	2016-03-23
777	24548	1750	t	2016-03-23
779	24562	5509	t	2016-03-23
782	24555	5537	t	2016-03-23
785	24685	5476	t	2016-03-23
786	24567	2768	t	2016-03-23
787	24573	2953	t	2016-03-23
788	24575	5174	t	2016-03-23
789	24578	4886	t	2016-03-23
790	24579	4327	t	2016-03-23
791	24581	5641	t	2016-03-23
792	24660	5700	t	2016-03-23
793	24582	4724	t	2016-03-23
794	24712	5830	t	2016-03-23
797	24598	5643	t	2016-03-23
799	24605	5654	t	2016-03-23
800	24620	5661	t	2016-03-23
801	24607	5655	t	2016-03-23
802	24609	810	t	2016-03-23
803	24611	2764	t	2016-03-23
805	24615	5657	t	2016-03-23
1099	25052	2577	f	2017-07-07
808	24619	5660	t	2016-03-23
809	24621	5662	t	2016-03-23
810	24622	5663	t	2016-03-23
1064	24802	6050	f	2016-09-14
1071	24810	4295	f	2016-09-14
815	24628	5673	t	2016-03-23
816	24629	2381	t	2016-03-23
1078	24831	6088	f	2016-09-22
819	24665	5707	t	2016-03-23
1085	24861	6124	f	2016-10-03
821	24670	5352	t	2016-03-23
822	24688	4705	t	2016-03-23
823	24728	5846	t	2016-03-23
824	24692	4332	t	2016-03-23
825	24695	2192	t	2016-03-23
826	24706	5391	t	2016-03-23
827	24709	5819	t	2016-03-23
828	24725	5844	t	2016-03-23
830	24731	3917	t	2016-03-23
831	24733	5908	t	2016-03-23
833	24736	5931	t	2016-03-23
839	24070	4498	f	2016-03-23
841	24703	5816	f	2016-03-23
842	23491	3094	f	2016-03-23
844	23544	5077	f	2016-03-23
846	23630	4020	f	2016-03-23
849	23814	4943	f	2016-03-23
854	23906	5704	f	2016-03-23
856	24682	1820	f	2016-03-23
859	24708	5818	f	2016-03-23
860	24399	5829	f	2016-03-23
861	24718	5834	f	2016-03-23
864	24699	5739	f	2016-03-23
866	24706	5392	f	2016-03-23
868	24713	5826	f	2016-03-23
869	24714	5827	f	2016-03-23
872	24720	5835	f	2016-03-23
877	4298	2854	f	2016-03-23
881	24709	5820	f	2016-03-23
882	23332	4485	f	2016-03-23
883	24708	1565	f	2016-03-23
886	23505	2624	f	2016-03-23
889	24583	5634	f	2016-03-23
895	23603	4168	f	2016-03-23
896	23609	2726	f	2016-03-23
897	23620	4463	f	2016-03-23
898	23630	4132	f	2016-03-23
899	23630	4133	f	2016-03-23
902	23766	4238	f	2016-03-23
903	23780	4206	f	2016-03-23
905	24535	5479	f	2016-03-23
908	23974	5185	f	2016-03-23
909	23987	5396	f	2016-03-23
910	24452	5365	f	2016-03-23
915	24041	4804	f	2016-03-23
916	24050	4827	f	2016-03-23
919	24075	1544	f	2016-03-23
920	24076	4822	f	2016-03-23
922	24112	4863	f	2016-03-23
923	24116	4905	f	2016-03-23
927	24208	5066	f	2016-03-23
928	24237	4841	f	2016-03-23
933	24273	5122	f	2016-03-23
935	24315	5419	f	2016-03-23
936	24359	5253	f	2016-03-23
938	24361	5255	f	2016-03-23
941	24383	5306	f	2016-03-23
942	24387	4951	f	2016-03-23
943	24393	5315	f	2016-03-23
945	24397	5320	f	2016-03-23
948	23500	5338	f	2016-03-23
949	24402	457	f	2016-03-23
950	24413	5344	f	2016-03-23
951	24414	5346	f	2016-03-23
954	24434	4447	f	2016-03-23
955	24390	5354	f	2016-03-23
956	23514	4304	f	2016-03-23
958	24470	325	f	2016-03-23
961	24214	4762	f	2016-03-23
964	24484	5394	f	2016-03-23
966	24488	5397	f	2016-03-23
967	24496	5420	f	2016-03-23
969	24499	5421	f	2016-03-23
974	24510	5404	f	2016-03-23
977	23631	5848	f	2016-03-23
978	24493	2759	f	2016-03-23
1100	24845	2577	f	2017-07-07
981	24390	5355	f	2016-03-23
983	24537	5482	f	2016-03-23
984	24538	5483	f	2016-03-23
985	24539	5484	f	2016-03-23
986	24540	5485	f	2016-03-23
987	24543	5486	f	2016-03-23
988	24544	5487	f	2016-03-23
989	24548	5489	f	2016-03-23
990	24554	5536	f	2016-03-23
991	24557	5540	f	2016-03-23
992	24563	5565	f	2016-03-23
1065	24804	3094	f	2016-09-14
994	24565	5572	f	2016-03-23
995	24567	5586	f	2016-03-23
996	24717	5833	f	2016-03-23
997	1141	2845	f	2016-03-23
998	24574	5618	f	2016-03-23
999	24229	2620	f	2016-03-23
1000	24583	5633	f	2016-03-23
1004	24600	4741	f	2016-03-23
1005	24366	5648	f	2016-03-23
1072	24811	3803	f	2016-09-14
1079	24832	6078	f	2016-09-22
1008	24711	5828	f	2016-03-23
1009	24616	2548	f	2016-03-23
1010	24624	5665	f	2016-03-23
1086	24877	6129	f	2016-10-13
1012	24648	5687	f	2016-03-23
1014	24651	5690	f	2016-03-23
1015	24652	5683	f	2016-03-23
1016	24652	5682	f	2016-03-23
1018	24659	5697	f	2016-03-23
1019	23510	5823	f	2016-03-23
1020	23510	5333	f	2016-03-23
1021	24710	4321	f	2016-03-23
1024	24749	5989	t	2016-04-27
1026	24752	5992	t	2016-05-10
1027	24602	5991	t	2016-05-10
1028	24418	5995	f	2016-05-10
1030	24035	4824	f	2016-07-26
1031	24447	4824	f	2016-07-26
1032	24767	4823	f	2016-07-26
1033	24768	4823	f	2016-07-26
1034	24770	6022	f	2016-07-26
1035	24771	4823	f	2016-07-26
1036	24772	6023	f	2016-07-26
1037	24775	4823	f	2016-07-26
1038	24776	4823	f	2016-07-26
1039	24777	4823	f	2016-07-26
1040	23929	6024	f	2016-07-26
1041	23930	6024	f	2016-07-26
1042	23928	5595	f	2016-07-27
1043	23914	6025	f	2016-07-27
1044	23919	5015	f	2016-07-27
\.


