1	2	35
2	2	14
3	2	17
4	3	35
5	11	35
6	11	25
7	12	35
8	12	14
9	12	17
10	62	20
19	188	27
23	241	27
24	246	25
25	248	35
26	250	14
27	253	14
28	259	35
29	260	35
30	262	35
31	262	18
32	264	14
33	265	25
34	265	35
35	266	27
36	269	27
37	272	27
38	276	20
39	276	17
40	276	14
41	277	20
42	277	17
43	277	14
44	279	35
45	280	20
46	280	17
47	280	14
48	281	35
49	282	35
50	283	35
51	284	35
52	285	35
53	286	35
54	287	35
55	288	35
56	289	35
57	290	35
58	291	35
59	292	35
60	293	35
61	294	35
62	295	35
63	296	35
64	297	35
65	298	35
66	299	35
67	300	35
68	301	35
69	302	35
70	303	35
71	304	35
72	305	35
73	306	35
74	307	35
75	308	35
76	309	35
77	310	35
78	311	35
79	312	35
80	313	35
81	314	35
82	315	35
83	316	35
84	317	35
85	318	35
86	318	27
87	319	35
88	320	35
89	321	35
90	322	35
91	322	20
92	323	35
93	323	27
94	324	35
95	325	35
96	326	35
97	327	35
98	328	35
99	329	35
100	330	35
101	331	35
102	332	35
103	333	35
104	334	35
105	335	35
106	336	35
107	337	35
108	338	35
109	338	23
110	339	35
111	340	35
112	341	35
113	342	35
114	343	35
115	344	35
116	345	35
117	346	35
118	346	14
119	346	20
120	347	35
121	347	17
122	348	35
123	349	35
124	350	35
125	350	27
126	351	35
127	351	14
128	354	27
129	355	27
130	357	17
131	357	14
132	358	16
135	361	29
136	362	29
137	363	29
138	364	30
139	364	17
140	367	14
141	368	20
142	369	23
143	376	20
144	377	14
145	382	27
146	382	14
147	383	14
148	384	35
149	385	35
150	386	35
151	387	35
152	388	35
153	389	35
154	393	27
155	407	27
156	408	28
157	411	14
158	411	35
159	411	20
160	411	17
161	412	17
162	412	27
163	413	17
164	413	27
165	418	14
166	420	14
167	423	17
168	424	14
169	425	14
170	426	14
171	427	14
172	434	14
173	434	27
174	435	14
175	436	14
176	437	14
177	441	14
178	442	14
179	443	14
180	444	17
181	447	27
182	448	17
183	449	17
184	450	17
185	451	17
186	452	17
187	453	17
188	454	14
189	456	27
190	457	20
191	457	35
192	457	17
193	458	35
194	458	14
195	459	14
196	460	17
197	460	14
198	460	20
199	460	35
200	461	17
201	461	14
202	461	20
203	461	35
204	463	27
205	463	35
206	464	20
207	464	17
208	466	27
209	467	27
210	467	25
211	467	14
212	467	17
213	468	27
214	469	17
215	470	17
216	471	17
217	472	17
218	473	17
219	474	17
220	475	17
221	476	17
222	477	17
223	478	17
224	479	17
225	479	30
226	480	30
227	482	17
228	483	17
229	484	17
230	484	14
231	485	17
232	487	30
233	487	17
234	495	14
235	497	27
236	498	14
237	501	15
238	502	15
239	503	15
240	504	15
241	505	15
242	506	15
243	508	15
244	507	15
245	509	15
246	510	15
247	511	15
248	500	15
249	513	17
250	513	20
251	513	23
484	593	35
492	590	35
503	577	35
504	578	35
505	579	35
506	580	35
512	603	35
513	602	35
514	601	35
515	600	35
516	599	35
521	613	35
