1	9	1
2	9	2
3	9	3
4	9	4
5	9	5
6	9	6
7	9	7
8	9	8
9	9	9
10	9	10
11	9	11
12	9	12
13	9	13
14	9	14
15	9	15
16	9	16
17	9	17
18	9	18
19	9	19
20	9	20
21	9	21
22	9	22
23	9	23
24	9	24
25	9	25
26	9	26
27	9	27
28	9	28
29	9	29
30	9	30
31	9	31
32	9	32
33	9	33
34	9	34
35	9	35
36	9	36
37	9	55
38	9	56
39	9	57
40	9	58
41	9	59
42	9	60
43	9	61
44	9	62
45	9	63
46	9	64
47	9	65
48	9	66
49	9	67
50	9	68
51	9	69
52	9	70
53	9	71
54	9	72
55	9	73
56	9	74
57	9	75
58	9	76
59	9	77
60	9	78
61	9	79
62	9	80
63	9	81
64	9	82
65	9	83
66	9	84
67	9	85
68	9	86
69	9	87
70	9	88
71	9	89
72	9	90
73	9	91
74	9	92
75	9	93
76	9	94
77	9	95
78	9	96
79	9	97
80	9	98
81	9	99
82	9	100
83	9	101
84	9	102
85	9	103
86	9	104
87	9	105
88	9	106
89	9	107
90	9	108
91	9	109
92	9	110
93	9	111
94	9	112
95	9	113
96	9	114
97	9	115
98	9	116
99	9	117
100	9	118
101	9	119
102	9	120
103	9	121
104	9	122
105	9	123
106	9	133
107	9	134
108	9	135
109	9	136
110	9	137
111	9	138
112	9	139
113	9	140
114	9	141
115	9	142
116	9	143
117	9	144
118	1	1
119	1	2
120	1	3
121	1	4
122	1	5
123	1	6
124	1	7
125	1	8
126	1	9
127	1	10
128	1	11
129	1	12
130	1	13
131	1	14
132	1	15
133	1	16
134	1	17
135	1	18
136	1	19
137	1	20
138	1	21
139	1	22
140	1	23
141	1	24
142	1	25
143	1	26
144	1	27
145	1	28
146	1	29
147	1	30
148	1	31
149	1	32
150	1	33
151	1	34
152	1	35
153	1	36
154	1	37
155	1	38
156	1	39
157	1	40
158	1	41
159	1	42
160	1	43
161	1	44
162	1	45
163	1	46
164	1	47
165	1	48
166	1	49
167	1	50
168	1	51
169	1	52
170	1	53
171	1	54
172	1	55
173	1	56
174	1	57
175	1	58
176	1	59
177	1	60
178	1	61
179	1	62
180	1	63
181	1	64
182	1	65
183	1	66
184	1	67
185	1	68
186	1	69
187	1	70
188	1	71
189	1	72
190	1	73
191	1	74
192	1	75
193	1	76
194	1	77
195	1	78
196	1	79
197	1	80
198	1	81
199	1	82
200	1	83
201	1	84
202	1	85
203	1	86
204	1	87
205	1	88
206	1	89
207	1	90
208	1	91
209	1	92
210	1	93
211	1	94
212	1	95
213	1	96
214	1	97
215	1	98
216	1	99
217	1	100
218	1	101
219	1	102
220	1	103
221	1	104
222	1	105
223	1	106
224	1	107
225	1	108
226	1	109
227	1	110
228	1	111
229	1	112
230	1	113
231	1	114
232	1	115
233	1	116
234	1	117
235	1	118
236	1	119
237	1	120
238	1	121
239	1	122
240	1	123
241	1	124
242	1	125
243	1	126
244	1	127
245	1	128
246	1	129
247	1	130
248	1	131
249	1	132
250	1	133
251	1	134
252	1	135
253	1	136
254	1	137
255	1	138
256	1	139
257	1	140
258	1	141
259	1	142
260	1	143
261	1	144
262	5	1
263	5	2
264	5	3
265	5	4
266	5	5
267	5	6
268	5	7
269	5	8
270	5	9
271	5	10
272	5	11
273	5	12
274	5	13
275	5	14
276	5	15
277	5	16
278	5	17
279	5	18
280	5	19
281	5	20
282	5	21
283	5	22
284	5	23
285	5	24
286	5	25
287	5	26
288	5	27
289	5	28
290	5	29
291	5	30
292	5	31
293	5	32
294	5	33
295	5	34
296	5	35
297	5	36
298	5	37
299	5	38
300	5	39
301	5	40
302	5	41
303	5	42
304	5	43
305	5	44
306	5	45
307	5	46
308	5	47
309	5	48
310	5	49
311	5	50
312	5	51
313	5	52
314	5	53
315	5	54
316	5	55
317	5	56
318	5	57
319	5	58
320	5	59
321	5	60
322	5	61
323	5	62
324	5	63
325	5	64
326	5	65
327	5	66
328	5	67
329	5	68
330	5	69
331	5	70
332	5	71
333	5	72
334	5	73
335	5	74
336	5	75
337	5	76
338	5	77
339	5	78
340	5	79
341	5	80
342	5	81
343	5	82
344	5	83
345	5	84
346	5	85
347	5	86
348	5	87
349	5	88
350	5	89
351	5	90
352	5	91
353	5	92
354	5	93
355	5	94
356	5	95
357	5	96
358	5	97
359	5	98
360	5	99
361	5	100
362	5	101
363	5	102
364	5	103
365	5	104
366	5	105
367	5	106
368	5	107
369	5	108
370	5	109
371	5	110
372	5	111
373	5	112
374	5	113
375	5	114
376	5	115
377	5	116
378	5	117
379	5	118
380	5	119
381	5	120
382	5	121
383	5	122
384	5	123
385	5	124
386	5	125
387	5	126
388	5	127
389	5	128
390	5	129
391	5	130
392	5	131
393	5	132
394	5	133
395	5	134
396	5	135
397	5	136
398	5	137
399	5	138
400	5	139
401	5	140
402	5	141
403	5	142
404	5	143
405	5	144
\.


